Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
166;18966;"Mutagenesis";journal;"02678357, 14643804";0,859;Q1;102;33;110;1033;314;107;2,85;31,30;61,14;1;14;United Kingdom;Western Europe;"Oxford University Press";"1986-2023";"Toxicology (Q1); Genetics (Q2); Genetics (clinical) (Q2); Health, Toxicology and Mutagenesis (Q2)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
167;19700170617;"EXCLI Journal";journal;"16112156";0,853;Q1;55;94;353;5995;1144;256;3,13;63,78;41,51;0;40;Germany;Western Europe;"Leibniz Research Centre for Working Environment and Human Factors";"2009-2023";"Animal Science and Zoology (Q1); Drug Discovery (Q1); Molecular Medicine (Q2); Pharmacology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
168;21100977423;"RSC Medicinal Chemistry";journal;"26328682";0,850;Q1;74;199;420;14128;1706;414;4,05;70,99;39,49;0;114;United Kingdom;Western Europe;"Royal Society of Chemistry";"2020-2023";"Organic Chemistry (Q1); Pharmaceutical Science (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
169;23014;"Journal of Drug Targeting";journal;"10292330, 1061186X";0,849;Q1;107;85;273;7455;1329;272;5,36;87,71;47,00;0;50;United Kingdom;Western Europe;"Informa Healthcare";"1986-1987, 1992-2023";"Pharmaceutical Science (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
170;19700178100;"Nanotechnology, Science and Applications";journal;"11778903";0,848;Q1;35;5;26;302;170;26;5,53;60,40;61,11;0;4;New Zealand;Pacific Region;"Dove Medical Press Limited";"2010-2012, 2014-2023";"Pharmaceutical Science (Q1); Bioengineering (Q2); Biomedical Engineering (Q2); Nanoscience and Nanotechnology (Q2)";"Chemical Engineering; Engineering; Materials Science; Pharmacology, Toxicology and Pharmaceutics"
171;17700156714;"Pharmaceuticals";journal;"14248247";0,845;Q1;87;1734;3398;132346;15899;3385;4,55;76,32;47,92;2;824;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2004, 2009-2023";"Pharmaceutical Science (Q1); Drug Discovery (Q2); Molecular Medicine (Q2)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
172;18800156730;"Biomolecules and Therapeutics";journal;"19769148, 20054483";0,843;Q2;56;72;207;3847;733;207;3,23;53,43;45,11;0;36;South Korea;Asiatic Region;"Korean Society of Applied Pharmacology";"2008-2023";"Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
173;19700174905;"Diabetes, Metabolic Syndrome and Obesity";journal;"11787007";0,835;Q2;64;368;1259;16211;4174;1243;2,88;44,05;48,16;0;309;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2009-2023";"Internal Medicine (Q2); Pharmacology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
174;21332;"European Journal of Pharmaceutics and Biopharmaceutics";journal;"18733441, 09396411";0,835;Q1;185;240;728;13628;3685;721;4,76;56,78;45,62;1;63;Netherlands;Western Europe;"Elsevier B.V.";"1991-2023";"Pharmaceutical Science (Q1); Biotechnology (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
175;19700174958;"Drug Testing and Analysis";journal;"19427611, 19427603";0,833;Q1;67;214;547;7643;1590;523;3,02;35,71;43,62;6;25;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2009-2023";"Analytical Chemistry (Q1); Pharmaceutical Science (Q1); Spectroscopy (Q1); Environmental Chemistry (Q2)";"Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
176;4700151922;"Research in Social and Administrative Pharmacy";journal;"15517411";0,833;Q1;69;167;747;8486;2511;621;3,79;50,81;60,98;7;70;United States;Northern America;"Elsevier Inc.";"2005-2023";"Pharmaceutical Science (Q1); Pharmacy (Q1)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
177;23086;"Journal of Pharmacology and Experimental Therapeutics";journal;"15210103, 00223565";0,829;Q2;244;140;451;7321;1288;444;2,66;52,29;39,23;1;56;United States;Northern America;"American Society for Pharmacology and Experimental Therapeutics";"1945-2023";"Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
178;18073;"NeuroToxicology";journal;"18729711, 0161813X";0,829;Q2;133;125;438;7818;1670;427;3,54;62,54;54,12;0;31;Netherlands;Western Europe;"Elsevier B.V.";"1979-2023";"Neuroscience (miscellaneous) (Q2); Toxicology (Q2)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
179;14144;"Experimental and Clinical Psychopharmacology";journal;"19362293, 10641297";0,827;Q2;101;63;309;3335;740;308;2,43;52,94;48,19;0;26;United States;Northern America;"American Psychological Association";"1993-2023";"Pharmacology (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
180;21100788744;"OpenNano";journal;"23529520";0,824;Q1;21;80;73;7983;473;73;6,48;99,79;37,53;0;38;United States;Northern America;"Elsevier Inc.";"2016-2019, 2021-2023";"Pharmaceutical Science (Q1); Biotechnology (Q2); Internal Medicine (Q2); Pharmacology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
181;21100258853;"F1000Research";journal;"20461402";0,821;Q1;105;386;2031;16335;4962;2002;1,51;42,32;43,19;0;162;United Kingdom;Western Europe;"F1000 Research Ltd";"2012-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
182;25125;"Journal of Analytical Toxicology";journal;"19452403, 01464760";0,821;Q2;85;146;393;951;1156;372;2,90;6,51;48,45;4;48;United States;Northern America;"Preston Publications";"1977-2023";"Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)";"Chemical Engineering; Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
183;5400152706;"Nanotoxicology";journal;"17435390, 17435404";0,821;Q2;107;36;215;2378;934;210;3,69;66,06;43,62;1;8;United Kingdom;Western Europe;"Informa Healthcare";"2007-2023";"Biomedical Engineering (Q2); Nanoscience and Nanotechnology (Q2); Toxicology (Q2)";"Engineering; Materials Science; Pharmacology, Toxicology and Pharmaceutics"
184;21100220486;"Journal of Pharmaceutical Investigation";journal;"20935552, 20936214";0,816;Q1;39;50;146;5314;770;146;5,96;106,28;44,79;0;18;Netherlands;Western Europe;"Springer Netherlands";"2012-2023";"Pharmaceutical Science (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
185;21101039878;"Medicine in Drug Discovery";journal;"25900986";0,815;Q2;16;20;68;1878;328;65;4,83;93,90;45,00;0;12;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Drug Discovery (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
186;21100830708;"Toxics";journal;"23056304";0,815;Q2;51;1023;1270;66380;5682;1247;4,20;64,89;47,29;5;572;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2023";"Chemical Health and Safety (Q1); Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)";"Chemical Engineering; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
187;23035;"Journal of Biopharmaceutical Statistics";journal;"10543406, 15205711";0,812;Q2;56;110;203;3340;285;189;1,07;30,36;41,32;1;23;United States;Northern America;"Taylor and Francis Ltd.";"1991-2023";"Pharmacology (Q2); Pharmacology (medical) (Q2); Statistics and Probability (Q2)";"Mathematics; Medicine; Pharmacology, Toxicology and Pharmaceutics"
188;4700152278;"Drugs in Context";journal;"17404398, 17451981";0,811;Q2;36;58;193;3370;574;193;2,46;58,10;41,20;2;29;United Kingdom;Western Europe;"BioExcel Publishing Ltd.";"2006-2008, 2012-2023";"Medicine (miscellaneous) (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
189;23053;"Journal of Natural Products";journal;"01633864, 15206025";0,802;Q1;161;322;1066;13927;4883;1057;3,59;43,25;39,11;1;96;United States;Northern America;"American Chemical Society";"1949, 1971, 1973, 1978-2023";"Analytical Chemistry (Q1); Complementary and Alternative Medicine (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
190;21100896684;"International Journal of Pharmaceutics: X";journal;"25901567";0,801;Q1;23;74;91;4239;495;91;5,47;57,28;49,63;0;23;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Pharmaceutical Science (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
191;24028;"Reproductive Toxicology";journal;"08906238, 18731708";0,792;Q2;129;128;423;7983;1448;408;3,50;62,37;51,01;0;36;United States;Northern America;"Elsevier Inc.";"1987-2023";"Toxicology (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
192;21100825823;"Pharmacology Research and Perspectives";journal;"20521707";0,790;Q1;43;112;456;3704;1368;443;2,93;33,07;44,55;0;40;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2013-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Neurology (Q2)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
193;18071;"Neurotoxicity Research";journal;"14763524, 10298428";0,789;Q2;84;57;515;3838;1831;512;3,20;67,33;49,60;0;13;United States;Northern America;"Springer New York";"1999-2023";"Neuroscience (miscellaneous) (Q2); Toxicology (Q2)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
194;59665;"Chinese Journal of Natural Medicines";journal;"18755364, 16723651";0,788;Q2;50;91;293;4341;1255;285;4,07;47,70;44,79;0;28;China;Asiatic Region;"China Pharmaceutical University";"2004-2023";"Complementary and Alternative Medicine (Q1); Drug Discovery (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
195;25222;"Toxicology and Applied Pharmacology";journal;"10960333, 0041008X";0,788;Q2;189;234;861;13581;3052;855;3,42;58,04;48,73;2;113;United States;Northern America;"Academic Press Inc.";"1959-2023";"Pharmacology (Q2); Toxicology (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
196;25096;"Food and Chemical Toxicology";journal;"18736351, 02786915";0,780;Q2;203;605;2077;34061;9304;2054;4,28;56,30;49,02;2;171;United Kingdom;Western Europe;"Elsevier Ltd";"1982-2023";"Food Science (Q1); Medicine (miscellaneous) (Q2); Toxicology (Q2)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
197;21100781436;"Journal of Experimental Pharmacology";journal;"11791454";0,778;Q2;23;41;153;1868;578;152;3,76;45,56;30,72;0;16;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2010, 2012-2023";"Molecular Medicine (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
198;25176;"Regulatory Toxicology and Pharmacology";journal;"02732300, 10960295";0,778;Q2;123;166;551;7641;1950;497;3,21;46,03;47,52;4;37;United States;Northern America;"Academic Press Inc.";"1970, 1981-2023";"Medicine (miscellaneous) (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
199;21100463829;"Chinese Journal of Population Resources and Environment";journal;"23254262, 20969589";0,770;Q2;21;29;119;1471;440;119;3,79;50,72;36,89;0;24;China;Asiatic Region;"KeAi Communications Co.";"1992, 2004-2013, 2015-2023";"Demography (Q1); Environmental Science (miscellaneous) (Q2); Toxicology (Q2)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
200;4700152903;"Forensic Toxicology";journal;"18608965, 18608973";0,770;Q2;45;38;137;1449;331;120;2,43;38,13;42,70;0;5;Japan;Asiatic Region;"Springer Japan";"2006-2023";"Pathology and Forensic Medicine (Q1); Biochemistry (medical) (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
201;11900154314;"Cardiovascular Therapeutics";journal;"17555914, 17555922";0,769;Q2;54;34;165;1509;544;165;3,43;44,38;38,42;0;18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2023";"Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
202;21101150130;"Frontiers in Toxicology";journal;"26733080";0,769;Q1;15;104;213;7372;743;193;3,43;70,88;51,66;0;40;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Toxicology (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
203;14500154702;"Journal of Cardiovascular Translational Research";journal;"19375395, 19375387";0,768;Q1;60;174;361;8168;1041;339;2,90;46,94;38,46;1;66;United States;Northern America;"Springer New York";"2008-2023";"Pharmaceutical Science (Q1); Cardiology and Cardiovascular Medicine (Q2); Genetics (Q2); Molecular Medicine (Q2); Genetics (clinical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
204;21100370879;"Journal of managed care &amp; specialty pharmacy";journal;"23761032, 23760540";0,766;Q1;75;149;549;4254;1052;493;2,09;28,55;52,13;2;77;United States;Northern America;"Academy of Managed Care Pharmacy (AMCP)";"2014-2023";"Pharmaceutical Science (Q1); Pharmacy (Q1); Health Policy (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
205;4400151608;"ChemMedChem";journal;"18607187, 18607179";0,761;Q1;119;211;854;11840;3091;842;3,65;56,11;41,15;0;121;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2006-2023";"Organic Chemistry (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
206;23488;"Current Medicinal Chemistry";journal;"09298673, 1875533X";0,759;Q2;202;229;1117;25841;4143;1046;3,54;112,84;45,47;0;147;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"1994-2024";"Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
207;22575;"Cardiovascular Toxicology";journal;"15307905, 15590259";0,757;Q2;64;33;232;1735;785;231;3,20;52,58;40,45;0;18;United States;Northern America;"Humana Press";"2001-2023";"Cardiology and Cardiovascular Medicine (Q2); Toxicology (Q2); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
208;21082;"Pharmaceutical Biology";journal;"13880209, 17445116";0,754;Q1;88;134;526;6483;2160;524;4,06;48,38;45,80;0;50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1961-1972, 1975-2023";"Complementary and Alternative Medicine (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
209;24786;"Alcohol and Alcoholism";journal;"07350414, 14643502";0,752;Q2;109;88;291;3054;658;257;2,02;34,70;50,00;0;70;United Kingdom;Western Europe;"Oxford University Press";"1965-2023";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
210;21331;"European Journal of Pharmaceutical Sciences";journal;"18790720, 09280987";0,752;Q1;163;252;949;15765;4547;944;4,59;62,56;46,83;2;102;Netherlands;Western Europe;"Elsevier B.V.";"1993-2023";"Pharmaceutical Science (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
211;4700152233;"Therapeutics and Clinical Risk Management";journal;"11766336, 1178203X";0,752;Q1;70;90;357;4189;986;352;2,35;46,54;38,52;0;35;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2006-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Safety Research (Q1); Chemical Health and Safety (Q2); Medicine (miscellaneous) (Q2); Pharmacology (medical) (Q2)";"Chemical Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
212;23039;"Journal of Liposome Research";journal;"08982104, 15322394";0,747;Q1;64;46;102;3388;565;102;4,11;73,65;54,42;0;20;United Kingdom;Western Europe;"Informa Healthcare";"1988-1990, 1992-2023";"Pharmaceutical Science (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
213;26767;"Altex";journal;"1868596X, 18688551";0,745;Q2;64;59;180;2494;580;166;2,96;42,27;48,62;0;11;Germany;Western Europe;"Springer International Publishing AG";"2000-2023";"Medical Laboratory Technology (Q1); Medicine (miscellaneous) (Q2); Pharmacology (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
214;25789;"Bioorganic Chemistry";journal;"00452068, 10902120";0,745;Q2;86;607;2560;34083;12774;2557;4,77;56,15;43,06;0;329;United States;Northern America;"Academic Press Inc.";"1971-2023";"Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
215;21100924771;"Natural Products and Bioprospecting";journal;"21922209, 21922195";0,745;Q2;36;53;134;3424;657;132;4,95;64,60;43,34;0;18;Singapore;Asiatic Region;"Springer Singapore";"2011-2023";"Analytical Chemistry (Q1); Food Science (Q1); Plant Science (Q1); Biochemistry (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Toxicology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
216;20047;"Basic and Clinical Pharmacology and Toxicology";journal;"17427843, 17427835";0,744;Q2;103;118;394;4960;1109;378;2,98;42,03;47,01;0;29;United States;Northern America;"Wiley-Blackwell";"2004-2023";"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
217;26370;"Molecules";journal;"14203049";0,744;Q1;227;8149;22863;524910;110930;22705;4,46;64,41;44,69;3;2759;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"1996-2023";"Analytical Chemistry (Q1); Chemistry (miscellaneous) (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Organic Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
218;19700175015;"Infection and Drug Resistance";journal;"11786973";0,743;Q2;65;698;1733;27973;5784;1701;2,87;40,08;44,32;0;419;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2009-2023";"Infectious Diseases (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
219;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";0,743;Q1;31;51;116;2522;364;114;2,94;49,45;42,02;0;15;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2005-2023";"Pharmaceutical Science (Q1); Pharmacology (nursing) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Public Health, Environmental and Occupational Health (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
220;21100325142;"Journal of Pharmaceutical Policy and Practice";journal;"20523211";0,740;Q1;32;165;291;6518;936;256;2,71;39,50;44,97;3;68;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacy (Q1); Health Policy (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
221;18075;"Neurotoxicology and Teratology";journal;"08920362, 18729738";0,737;Q2;111;44;157;2821;461;151;2,79;64,11;61,41;1;15;United States;Northern America;"Elsevier Inc.";"1987-2023";"Toxicology (Q2); Cellular and Molecular Neuroscience (Q3); Developmental Neuroscience (Q3)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
222;20427;"Naunyn-Schmiedeberg's Archives of Pharmacology";journal;"00281298, 14321912";0,735;Q2;99;433;532;28163;1903;528;3,62;65,04;45,62;1;211;Germany;Western Europe;"Springer Verlag";"1969-2023";"Medicine (miscellaneous) (Q2); Pharmacology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
223;19700189100;"Pharmaceutical Medicine";journal;"11782595, 11791993";0,732;Q2;25;47;107;2050;275;93;2,59;43,62;41,73;1;9;United Kingdom;Western Europe;"Adis International Ltd";"2000-2003, 2005, 2008-2023";"Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
224;21101059761;"Medical Cannabis and Cannabinoids";journal;"25043889";0,731;Q2;13;19;41;621;168;34;3,65;32,68;39,53;0;3;Switzerland;Western Europe;"S. Karger AG";"2018-2023";"Complementary and Alternative Medicine (Q1); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
225;21326;"European Journal of Clinical Pharmacology";journal;"00316970, 14321041";0,727;Q2;123;163;626;6493;1431;530;2,25;39,83;43,56;5;66;Germany;Western Europe;"Springer Verlag";"1968-2023";"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
226;21101064702;"Therapeutic Advances in Vaccines and Immunotherapy";journal;"25151355, 25151363";0,726;Q2;13;18;47;751;163;41;3,74;41,72;36,17;0;12;United Kingdom;Western Europe;"SAGE Publications Ltd";"2017-2023";"Drug Discovery (Q2); Oncology (Q2); Pharmacology (medical) (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
227;21101039478;"Current Research in Toxicology";journal;"2666027X";0,722;Q2;12;40;93;2665;292;91;3,24;66,63;40,00;0;19;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Applied Microbiology and Biotechnology (Q2); Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)";"Environmental Science; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
228;22204;"Journal of Drug Delivery Science and Technology";journal;"17732247, 25888943";0,719;Q1;75;1051;2348;82918;12348;2329;4,83;78,89;44,44;1;467;France;Western Europe;"Editions de Sante";"2004-2023";"Pharmaceutical Science (Q1)";"Pharmacology, Toxicology and Pharmaceutics"
229;22983;"Journal of Clinical Pharmacology";journal;"15524604, 00912700";0,717;Q2;130;195;567;7254;1411;510;2,46;37,20;43,27;3;68;United States;Northern America;"Wiley-Blackwell";"1973-2023";"Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
230;25126;"Journal of Applied Toxicology";journal;"10991263, 0260437X";0,714;Q2;103;158;433;9920;1538;430;3,24;62,78;49,15;0;43;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1981-2023";"Toxicology (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
231;11000153762;"Journal of Immunotoxicology";journal;"1547691X, 15476901";0,711;Q2;48;9;54;432;176;54;2,21;48,00;54,05;0;4;United States;Northern America;"Informa Healthcare";"2004-2023";"Toxicology (Q2); Immunology (Q3)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
232;21100218055;"BMC pharmacology &amp; toxicology";journal;"20506511";0,710;Q2;43;77;253;2925;763;253;2,92;37,99;43,47;0;26;United Kingdom;Western Europe;"BioMed Central Ltd";"2012-2023";"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
233;21264;"Drugs in R and D";journal;"11796901, 11745886";0,708;Q2;54;40;111;1687;296;107;2,41;42,18;50,97;0;14;United Kingdom;Western Europe;"Adis International Ltd";"1999, 2002-2008, 2010-2023";"Pharmacology (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
234;21123;"Pharmaceutical Research";journal;"07248741, 1573904X";0,707;Q2;229;223;633;12655;2336;624;3,55;56,75;39,93;0;59;United States;Northern America;"Springer New York";"1984-2023";"Biotechnology (Q2); Organic Chemistry (Q2); Pharmaceutical Science (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
235;25240;"Toxicology Letters";journal;"03784274, 18793169";0,706;Q2;163;173;654;8297;2118;642;3,08;47,96;46,24;1;45;Ireland;Western Europe;"Elsevier Ireland Ltd";"1977-2023";"Medicine (miscellaneous) (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
236;23079;"Journal of Pharmaceutical Sciences";journal;"15206017, 00223549";0,705;Q2;206;348;1148;17306;4276;1071;3,66;49,73;36,85;2;62;United States;Northern America;"Elsevier B.V.";"1961-2023";"Pharmaceutical Science (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
237;10300153342;"Journal of Medical Toxicology";journal;"15569039, 19376995";0,701;Q2;58;54;172;1050;332;130;1,58;19,44;46,15;0;10;United States;Northern America;"Springer New York";"2005-2023";"Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
238;29550;"Journal of Biochemical and Molecular Toxicology";journal;"10956670, 10990461";0,700;Q2;69;278;745;14722;2619;744;3,63;52,96;43,10;0;158;United States;Northern America;"John Wiley & Sons Inc.";"1998-2023";"Biochemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Medicine (miscellaneous) (Q2); Toxicology (Q2); Molecular Biology (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
