Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
146;15000154801;"Journal of Human Kinetics";journal;"16405544, 18997562";0,808;Q1;55;87;357;3549;979;357;2,08;40,79;22,66;0;5;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2008-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
147;12272;"Journal of Rehabilitation Medicine";journal;"16512081, 16501977";0,808;Q1;113;86;362;3120;1031;344;2,54;36,28;53,40;0;36;Sweden;Western Europe;"Medical Journals Sweden AB";"1997, 2001-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
148;19915;"Physician and Sportsmedicine";journal;"23263660, 00913847";0,804;Q1;55;108;214;4449;591;206;2,57;41,19;26,25;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2005, 2008-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
149;21472;"Journal of Teaching in Physical Education";journal;"02735024, 15432769";0,797;Q1;68;79;177;4013;466;172;2,59;50,80;39,32;0;24;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Education (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
150;21101039904;"Sports Medicine and Health Science";journal;"26663376";0,796;Q1;12;57;107;3132;355;96;2,51;54,95;37,59;0;19;China;Asiatic Region;"KeAi Communications Co.";"2019-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Physiology (medical) (Q2)";"Health Professions; Medicine"
151;21101042146;"Sports";journal;"20754663";0,787;Q1;40;243;547;13164;1528;539;2,48;54,17;29,29;0;32;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2)";"Health Professions; Medicine"
152;21100454916;"Abdominal Radiology";journal;"23660058, 2366004X";0,780;Q2;88;369;1449;11810;3700;1340;2,48;32,01;37,20;0;190;United States;Northern America;"Springer New York";"2016-2023";"Urology (Q1); Gastroenterology (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine"
153;11800154592;"Journal of Sports Economics";journal;"15270025, 15527794";0,777;Q2;56;47;122;1834;283;121;2,20;39,02;12,12;2;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q2)";"Economics, Econometrics and Finance; Health Professions"
154;78905;"Research and Practice for Persons with Severe Disabilities";journal;"15407969";0,770;Q1;56;12;64;485;177;59;2,31;40,42;73,17;0;9;United States;Northern America;"SAGE Publications Inc.";"1975-1980, 1986, 1988, 1992-2023";"Health Professions (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)";"Health Professions; Medicine; Psychology"
155;21100924250;"Digital Health";journal;"20552076";0,767;Q2;30;573;528;29839;1862;517;3,09;52,08;48,76;4;223;United States;Northern America;"SAGE Publications Inc.";"2015, 2018-2023";"Computer Science Applications (Q2); Health Informatics (Q2); Health Information Management (Q2); Health Policy (Q2)";"Computer Science; Health Professions; Medicine"
156;21100370879;"Journal of managed care &amp; specialty pharmacy";journal;"23761032, 23760540";0,766;Q1;75;149;549;4254;1052;493;2,09;28,55;52,13;2;77;United States;Northern America;"Academy of Managed Care Pharmacy (AMCP)";"2014-2023";"Pharmaceutical Science (Q1); Pharmacy (Q1); Health Policy (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
157;40900;"International Journal of Sport Nutrition and Exercise Metabolism";journal;"1526484X, 15432742";0,763;Q2;89;39;165;1460;403;158;2,35;37,44;34,30;0;4;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing"
158;21101038577;"Journal of Mass Spectrometry and Advances in the Clinical Lab";journal;"2667145X";0,762;Q1;16;44;89;1516;298;83;3,14;34,45;46,20;0;11;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Medical Laboratory Technology (Q1); Spectroscopy (Q1); Clinical Biochemistry (Q2); Microbiology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Health Professions; Immunology and Microbiology"
159;15506;"Journal of Fluency Disorders";journal;"0094730X, 1873801X";0,758;Q1;66;32;69;2246;180;69;2,29;70,19;65,96;0;0;United States;Northern America;"Elsevier Inc.";"1974, 1977-2023";"Linguistics and Language (Q1); LPN and LVN (Q1); Speech and Hearing (Q1); Experimental and Cognitive Psychology (Q2); Cognitive Neuroscience (Q3)";"Health Professions; Neuroscience; Nursing; Psychology; Social Sciences"
160;17227;"Journal of Neuroradiology";journal;"17730406, 01509861";0,756;Q2;50;98;233;2765;553;165;2,36;28,21;31,48;1;27;France;Western Europe;"Elsevier Masson s.r.l.";"1974, 1977-2023";"Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine"
161;18142;"Sociology of Sport Journal";journal;"15432785, 07411235";0,756;Q1;68;43;120;2894;259;116;2,14;67,30;39,62;0;14;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sociology and Political Science (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
162;21100801200;"Musculoskeletal Science and Practice";journal;"24687812, 24688630";0,755;Q1;108;143;450;6190;1039;398;2,12;43,29;45,12;0;6;United Kingdom;Western Europe;"Elsevier B.V.";"2017-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1)";"Health Professions"
163;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";0,750;Q1;48;40;101;2036;256;101;2,57;50,90;31,17;0;4;United States;Northern America;"Routledge";"1999-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
164;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";0,748;Q1;93;82;194;3260;417;158;1,84;39,76;27,17;1;1;United States;Northern America;"W.B. Saunders";"1982-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
165;29803;"Research Quarterly for Exercise and Sport";journal;"02701367, 03649857";0,748;Q1;103;166;247;7626;656;232;2,52;45,94;28,73;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Nephrology (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
166;22633;"Learning Disability Quarterly";journal;"07319487, 2168376X";0,746;Q1;60;37;75;1984;152;69;2,07;53,62;66,09;1;33;United States;Northern America;"SAGE Publications Inc.";"1978-2023";"Education (Q1); Health Professions (miscellaneous) (Q1); Behavioral Neuroscience (Q3)";"Health Professions; Neuroscience; Social Sciences"
167;26767;"Altex";journal;"1868596X, 18688551";0,745;Q1;64;59;180;2494;580;166;2,96;42,27;48,62;0;11;Germany;Western Europe;"Springer International Publishing AG";"2000-2023";"Medical Laboratory Technology (Q1); Medicine (miscellaneous) (Q2); Pharmacology (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
168;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";0,743;Q1;31;51;116;2522;364;114;2,94;49,45;42,02;0;15;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2005-2023";"Pharmaceutical Science (Q1); Pharmacology (nursing) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Public Health, Environmental and Occupational Health (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
169;19700180783;"International Journal of Sports Science and Coaching";journal;"17479541";0,741;Q2;43;300;353;14171;937;353;2,41;47,24;23,46;0;23;United Kingdom;Western Europe;"SAGE Publications Inc.";"2010-2023";"Social Sciences (miscellaneous) (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
170;21101030140;"JMIR Rehabilitation and Assistive Technologies";journal;"23692529";0,740;Q1;20;41;108;2141;356;108;3,22;52,22;57,09;0;18;Canada;Northern America;"JMIR Publications Inc.";"2014-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)";"Health Professions; Medicine"
171;21100325142;"Journal of Pharmaceutical Policy and Practice";journal;"20523211";0,740;Q1;32;165;291;6518;936;256;2,71;39,50;44,97;3;68;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacy (Q1); Health Policy (Q2)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
172;18829;"Scandinavian Journal of Occupational Therapy";journal;"16512014, 11038128";0,737;Q1;49;129;174;6809;498;173;2,74;52,78;77,95;2;36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2023";"Occupational Therapy (Q1); Public Health, Environmental and Occupational Health (Q2)";"Health Professions; Medicine"
173;15846;"Journal of Biomechanics";journal;"18732380, 00219290";0,734;Q3;224;344;1448;14753;3860;1436;2,51;42,89;31,78;1;31;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2023";"Rehabilitation (Q1); Biomedical Engineering (Q2); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine"
174;21100936480;"Shoulder and Elbow";journal;"17585740, 17585732";0,733;Q2;28;173;261;5527;464;230;1,41;31,95;18,06;0;10;United States;Northern America;"SAGE Publications Inc.";"2009-2023";"Rehabilitation (Q1); Surgery (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Medicine"
175;19864;"International Journal of Sports Medicine";journal;"01724622, 14393964";0,730;Q2;124;100;487;4995;1139;479;2,14;49,95;29,46;0;12;Germany;Western Europe;"Georg Thieme Verlag";"1980-2023";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
176;29442;"Quest";journal;"15432750, 00336297";0,730;Q3;66;31;80;1235;210;79;1,94;39,84;42,25;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2023";"Education (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
177;21100978621;"Physical and Engineering Sciences in Medicine";journal;"26624729, 26624737";0,728;Q2;44;162;343;6199;1425;311;2,63;38,27;27,16;0;39;Netherlands;Western Europe;"Springer Netherlands";"2020-2023";"Instrumentation (Q1); Biomedical Engineering (Q2); Biophysics (Q2); Biotechnology (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine; Physics and Astronomy"
178;28025;"Gait and Posture";journal;"18792219, 09666362";0,724;Q3;171;233;1109;8522;2743;1092;2,29;36,58;40,19;1;25;Netherlands;Western Europe;"Elsevier B.V.";"1993-2023";"Rehabilitation (Q1); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
179;21100916532;"International Journal of Telerehabilitation";journal;"19452020";0,722;Q2;14;24;57;676;202;52;2,21;28,17;68,37;0;6;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2023";"Rehabilitation (Q1); Computer Science Applications (Q2); Health Informatics (Q2); Health Information Management (Q2)";"Computer Science; Health Professions; Medicine"
180;35716;"Ultrasound in Medicine and Biology";journal;"1879291X, 03015629";0,716;Q2;150;263;880;10723;2722;857;2,51;40,77;37,32;0;60;United States;Northern America;"Elsevier Inc.";"1973-2023";"Acoustics and Ultrasonics (Q1); Biophysics (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Physics and Astronomy"
181;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";0,713;Q2;46;52;227;2061;538;227;2,03;39,63;15,20;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2023";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
182;18548;"Histochemistry and Cell Biology";journal;"1432119X, 09486143";0,712;Q1;114;91;307;4369;593;270;1,81;48,01;41,27;0;25;Germany;Western Europe;"Springer Verlag";"1984, 1995-2023";"Medical Laboratory Technology (Q1); Histology (Q2); Cell Biology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
183;21101039770;"Pulmonary Therapy";journal;"23641746, 23641754";0,704;Q2;21;38;96;1463;255;93;2,46;38,50;42,46;1;27;United Kingdom;Western Europe;"Adis";"2015-2023";"Pulmonary and Respiratory Medicine (Q2); Respiratory Care (Q2)";"Health Professions; Medicine"
184;21100413715;"Sport, Exercise, and Performance Psychology";journal;"21573913, 21573905";0,704;Q2;34;17;117;1105;359;115;2,88;65,00;37,70;0;2;United States;Northern America;"American Psychological Association";"2013-2023";"Applied Psychology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Social Psychology (Q2)";"Health Professions; Psychology"
185;21101028421;"JMIR Diabetes";journal;"23714379";0,703;Q2;20;37;112;1800;314;112;2,62;48,65;54,08;0;37;Canada;Northern America;"JMIR Publications Inc.";"2016-2023";"Biomedical Engineering (Q2); Endocrinology, Diabetes and Metabolism (Q2); Health Informatics (Q2); Health Information Management (Q2)";"Engineering; Health Professions; Medicine"
186;21100887620;"European Journal for Sport and Society";journal;"23805919, 16138171";0,699;Q2;26;28;64;1641;213;55;3,24;58,61;45,28;0;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2023";"Sociology and Political Science (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Medicine; Social Sciences"
187;15373;"Journal of Aggression, Maltreatment and Trauma";journal;"10926771, 1545083X";0,695;Q1;58;125;229;6089;554;225;2,41;48,71;69,65;0;90;United States;Northern America;"Routledge";"1997-1998, 2000-2023";"Health Professions (miscellaneous) (Q1); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Health Professions; Medicine; Psychology"
188;21100894507;"Smart Health";journal;"23526483";0,694;Q2;20;43;148;2041;514;147;3,45;47,47;34,36;0;10;Netherlands;Western Europe;"Elsevier B.V.";"2017-2023";"Computer Science Applications (Q2); Health Informatics (Q2); Health Information Management (Q2); Information Systems (Q2); Medicine (miscellaneous) (Q2)";"Computer Science; Health Professions; Medicine"
189;28586;"BioMedical Engineering Online";journal;"1475925X";0,692;Q2;97;125;309;6494;1282;309;3,23;51,95;34,62;0;35;United Kingdom;Western Europe;"BioMed Central Ltd";"2002-2023";"Biomaterials (Q2); Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Engineering; Health Professions; Materials Science; Medicine"
190;29178;"Ergonomics";journal;"00140139, 13665847";0,691;Q2;131;216;354;13670;1063;350;2,77;63,29;35,63;2;30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1957-2023";"Human Factors and Ergonomics (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Social Sciences"
191;11700154372;"Disability and Rehabilitation: Assistive Technology";journal;"17483115, 17483107";0,690;Q1;53;276;395;13465;1226;390;2,85;48,79;57,01;20;92;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Rehabilitation (Q1); Speech and Hearing (Q1); Biomedical Engineering (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Engineering; Health Professions; Medicine"
192;21100902910;"Journal of Functional Morphology and Kinesiology";journal;"24115142";0,690;Q2;28;167;316;7755;903;305;2,85;46,44;27,90;0;18;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2016-2023";"Anatomy (Q1); Histology (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rheumatology (Q2)";"Health Professions; Medicine"
193;16800;"Journal of Hand Therapy";journal;"1545004X, 08941130";0,690;Q2;71;161;251;5548;568;228;1,88;34,46;55,20;0;9;United States;Northern America;"Hanley and Belfus Inc.";"1987-2023";"Rehabilitation (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Medicine"
194;15800154701;"PM and R";journal;"19341482, 19341563";0,688;Q2;84;229;517;8110;1063;429;2,03;35,41;49,28;0;52;United States;Northern America;"Elsevier Inc.";"2009-2023";"Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Neurology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Neuroscience"
195;21076;"Sports Biomechanics";journal;"17526116, 14763141";0,684;Q2;51;192;446;8078;899;439;1,90;42,07;22,79;0;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2023";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
196;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";0,683;Q2;52;50;140;2024;488;119;3,31;40,48;59,15;1;20;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2023";"Library and Information Sciences (Q1); Health Informatics (Q2); Health Information Management (Q2)";"Health Professions; Medicine; Social Sciences"
197;30091;"Journal of Sport and Exercise Psychology";journal;"08952779, 15432904";0,680;Q3;120;29;144;1428;329;144;1,99;49,24;43,24;0;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Applied Psychology (Q2); Sports Science (Q3)";"Health Professions; Psychology"
198;17845;"Radiography";journal;"15322831, 10788174";0,680;Q2;38;206;519;6381;1354;477;2,69;30,98;48,20;0;66;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1995-2023";"Assessment and Diagnosis (Q1); Research and Theory (Q1); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine; Nursing"
199;16263;"American Journal of Physical Medicine and Rehabilitation";journal;"15377385, 08949115";0,677;Q2;117;246;788;6603;1575;647;1,76;26,84;42,20;0;70;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1988-2023";"Rehabilitation (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
200;13625;"Audiology and Neurotology";journal;"14203030, 14219700";0,676;Q1;90;62;150;2217;294;147;1,90;35,76;42,90;0;12;Switzerland;Western Europe;"S. Karger AG";"1996-2023";"Otorhinolaryngology (Q1); Speech and Hearing (Q1); Medicine (miscellaneous) (Q2); Physiology (Q2); Sensory Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
201;21101017909;"Archives of Academic Emergency Medicine";journal;"26454904";0,673;Q1;24;69;241;2158;685;232;2,01;31,28;37,46;0;22;Iran;Middle East;"Shahid Beheshti University of Medical Sciences";"2019-2023";"Emergency Medical Services (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)";"Health Professions; Medicine; Nursing"
202;18701;"Psychiatric Rehabilitation Journal";journal;"1095158X, 15593126";0,673;Q1;76;45;144;1879;313;141;1,98;41,76;63,79;2;20;United States;Northern America;"Boston University";"1996-2023";"Health Professions (miscellaneous) (Q1); Rehabilitation (Q1); Psychiatry and Mental Health (Q2)";"Health Professions; Medicine"
203;21044;"Cochlear Implants International";journal;"17547628, 14670100";0,672;Q1;40;50;128;1693;245;123;1,64;33,86;44,67;0;6;United Kingdom;Western Europe;"Maney Publishing";"2001-2023";"Otorhinolaryngology (Q1); Speech and Hearing (Q1)";"Health Professions; Medicine"
204;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"19455763, 10820744";0,672;Q2;43;52;108;0;244;108;2,52;0,00;55,60;0;11;United States;Northern America;"Allen Press Inc.";"1998-2023";"Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)";"Health Professions; Medicine"
205;14366;"Seminars in Hearing";journal;"07340451, 10988955";0,671;Q1;33;38;92;2230;187;84;1,77;58,68;52,00;0;8;United States;Northern America;"Thieme Medical Publishers, Inc.";"1986-2023";"Speech and Hearing (Q1)";"Health Professions"
206;21101095935;"Archives of Physiotherapy";journal;"20570082";0,670;Q2;17;21;79;1001;183;78;2,02;47,67;54,35;0;4;United Kingdom;Western Europe;"AboutScience Srl";"2015-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)";"Health Professions; Medicine"
207;21100897500;"Education Sciences";journal;"22277102";0,669;Q2;53;1251;2144;71347;8025;2099;3,48;57,03;57,75;11;554;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2023";"Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Developmental and Educational Psychology (Q2); Education (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Public Administration (Q2)";"Computer Science; Health Professions; Psychology; Social Sciences"
208;21100397361;"BMC Sports Science, Medicine and Rehabilitation";journal;"20521847";0,666;Q2;34;175;448;8459;1071;446;2,28;48,34;34,70;0;31;United Kingdom;Western Europe;"BioMed Central Ltd";"2013-2023";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)";"Health Professions; Medicine"
209;16805;"Journal of Music Therapy";journal;"00222917";0,666;Q1;58;22;56;426;104;52;1,68;19,36;68,06;1;6;United States;Northern America;"American Music Therapy Association, Inc.";"1964-2023";"Complementary and Manual Therapy (Q1); Music (Q1); Medicine (miscellaneous) (Q2)";"Arts and Humanities; Health Professions; Medicine"
210;21101063028;"Frontiers in Sports and Active Living";journal;"26249367";0,665;Q2;21;490;883;23707;2010;836;2,23;48,38;32,83;1;93;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Anthropology (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Physiology (Q2); Public Health, Environmental and Occupational Health (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Biochemistry, Genetics and Molecular Biology; Business, Management and Accounting; Health Professions; Medicine; Social Sciences"
211;21100910579;"Curriculum Studies in Health and Physical Education";journal;"25742981, 2574299X";0,663;Q2;24;38;64;2100;124;55;2,21;55,26;52,53;0;11;United States;Northern America;"Routledge";"2018-2023";"Education (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions; Medicine; Social Sciences"
212;19700174917;"International Journal of Telemedicine and Applications";journal;"16876415, 16876423";0,661;Q3;35;13;36;594;167;36;3,37;45,69;39,58;0;4;Egypt;Africa/Middle East;"Hindawi Limited";"2008-2023";"Computer Networks and Communications (Q2); Health Informatics (Q2); Medicine (miscellaneous) (Q2); Health Information Management (Q3)";"Computer Science; Health Professions; Medicine"
213;19400158525;"Foot and Ankle Specialist";journal;"19387636, 19386400";0,659;Q1;37;123;281;3394;340;274;1,02;27,59;17,78;1;15;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2023";"Podiatry (Q1); Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Surgery (Q2)";"Health Professions; Medicine"
214;13674;"Dysphagia";journal;"0179051X, 14320460";0,657;Q1;100;185;412;8778;1119;399;2,51;47,45;50,76;6;62;United States;Northern America;"Springer New York";"1986-2023";"Otorhinolaryngology (Q1); Speech and Hearing (Q1); Gastroenterology (Q2)";"Health Professions; Medicine"
215;13777;"Clinical and Experimental Optometry";journal;"14440938, 08164622";0,653;Q1;68;223;468;6994;916;395;1,81;31,36;49,40;0;39;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2023";"Optometry (Q1); Ophthalmology (Q2)";"Health Professions; Medicine"
216;40970;"Magnetic Resonance Materials in Physics, Biology, and Medicine";journal;"13528661, 09685243";0,647;Q2;67;85;239;4122;559;224;2,24;48,49;28,15;0;9;Germany;Western Europe;"Springer Verlag";"1984, 1993-2023";"Biophysics (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
217;21101152881;"Frontiers in Pain Research";journal;"2673561X";0,646;Q1;13;201;362;12062;840;324;2,32;60,01;53,20;0;39;Switzerland;Western Europe;"Frontiers Media SA";"2020-2023";"Health Professions (miscellaneous) (Q1); Anesthesiology and Pain Medicine (Q2); Public Health, Environmental and Occupational Health (Q2); Neuroscience (miscellaneous) (Q3)";"Health Professions; Medicine; Neuroscience"
218;28566;"American Journal of Occupational Therapy";journal;"02729490";0,643;Q1;96;183;489;6481;1087;437;1,30;35,42;72,99;1;59;United States;Northern America;"American Occupational Therapy Association, Inc";"1947-2023";"Occupational Therapy (Q1); Medicine (miscellaneous) (Q2)";"Health Professions; Medicine"
219;23289;"Topics in Language Disorders";journal;"15503259, 02718294";0,643;Q2;52;25;86;1102;133;64;1,55;44,08;75,00;0;17;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1980-2023";"Linguistics and Language (Q1); Speech and Hearing (Q2)";"Health Professions; Social Sciences"
220;17928;"Ultrasonic Imaging";journal;"01617346, 10960910";0,642;Q2;52;19;59;660;193;59;3,15;34,74;38,67;0;8;United States;Northern America;"SAGE Publications Inc.";"1979-2023";"Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine"
221;18200156708;"Journal of Optometry";journal;"19891342, 18884296";0,638;Q2;34;40;139;1346;329;123;1,96;33,65;42,76;0;4;Spain;Western Europe;"Spanish Council of Optometry";"2008-2024";"Optometry (Q2)";"Health Professions"
222;14565;"American Journal of Audiology";journal;"10590889, 15589137";0,634;Q2;54;83;290;4057;501;281;1,61;48,88;59,37;0;24;United States;Northern America;"American Speech-Language-Hearing Association (ASHA)";"1996-2023";"Speech and Hearing (Q2)";"Health Professions"
223;27226;"Journal of Clinical Laboratory Analysis";journal;"08878013, 10982825";0,633;Q1;60;162;1715;6041;4484;1702;2,64;37,29;45,75;0;86;United States;Northern America;"Wiley-Liss Inc.";"1987-2023";"Medical Laboratory Technology (Q1); Biochemistry (medical) (Q2); Clinical Biochemistry (Q2); Hematology (Q2); Microbiology (medical) (Q2); Public Health, Environmental and Occupational Health (Q2); Immunology and Allergy (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
