Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
156;14688;"Inflammation";journal;"03603997, 15732576";1,090;Q2;78;195;595;9784;2925;594;4,86;50,17;46,31;0;50;United States;Northern America;"Springer New York";"1975-2005, 2007-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
157;25935;"Cytotherapy";journal;"14772566, 14653249";1,084;Q2;105;155;345;7941;1252;327;3,60;51,23;43,81;0;60;United States;Northern America;"Elsevier B.V.";"1999-2023";"Transplantation (Q1); Cancer Research (Q2); Cell Biology (Q2); Genetics (clinical) (Q2); Immunology (Q2); Immunology and Allergy (Q2); Oncology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
158;14648;"European Journal of Soil Biology";journal;"11645563";1,078;Q1;91;74;181;4951;802;180;4,11;66,91;37,08;0;29;France;Western Europe;"Elsevier Masson s.r.l.";"1993-2023";"Insect Science (Q1); Microbiology (Q1); Soil Science (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
159;25300;"Journal of Viral Hepatitis";journal;"13520504, 13652893";1,078;Q2;110;121;509;4070;1361;467;2,52;33,64;46,00;6;117;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1994-2023";"Infectious Diseases (Q1); Hepatology (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
160;19705;"FEMS Microbiology Ecology";journal;"01686496, 15746941";1,069;Q1;183;171;586;12644;2376;577;3,70;73,94;45,13;1;46;United Kingdom;Western Europe;"Oxford University Press";"1985-2023";"Applied Microbiology and Biotechnology (Q1); Ecology (Q1); Microbiology (Q1)";"Environmental Science; Immunology and Microbiology"
161;21100943277;"Fungal Biology and Biotechnology";journal;"20543085";1,068;Q1;26;22;52;1396;295;49;4,60;63,45;38,40;0;7;United Kingdom;Western Europe;"BioMed Central Ltd";"2016-2023";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Cell Biology (Q2); Molecular Biology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
162;21100226442;"Frontiers in Microbiology";journal;"1664302X";1,065;Q1;233;4359;13189;277843;61246;12831;4,02;63,74;44,33;15;1650;Switzerland;Western Europe;"Frontiers Media SA";"2010-2023";"Microbiology (Q1); Microbiology (medical) (Q1)";"Immunology and Microbiology; Medicine"
163;21101022831;"Current Research in Food Science";journal;"26659271";1,057;Q1;28;246;386;13951;2696;384;6,92;56,71;46,05;0;50;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Food Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
164;20220;"Journal of Bacteriology";journal;"00219193, 10985530";1,057;Q1;273;164;757;10292;2167;749;2,62;62,76;44,82;0;17;United States;Northern America;"American Society for Microbiology";"1945-2023";"Microbiology (Q1); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
165;15701;"Pediatric Allergy and Immunology";journal;"13993038, 09056157";1,050;Q2;103;157;702;6268;2176;471;3,00;39,92;57,94;1;61;United Kingdom;Western Europe;"Blackwell Munksgaard";"1990-2023";"Pediatrics, Perinatology and Child Health (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
166;18593;"Microbial Cell Factories";journal;"14752859";1,048;Q1;127;255;720;14751;4116;718;4,68;57,85;43,99;0;92;United Kingdom;Western Europe;"BioMed Central Ltd";"2002-2023";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
167;19700175042;"Journal of Inflammation Research";journal;"11787031";1,047;Q2;51;456;1116;25917;4979;1105;4,25;56,84;42,68;0;185;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2010-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
168;17773;"Mediators of Inflammation";journal;"09629351, 14661861";1,043;Q2;134;151;797;7576;3573;792;4,21;50,17;42,41;0;71;United States;Northern America;"Hindawi Publishing Corporation";"1992-2023";"Cell Biology (Q2); Immunology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
169;22343;"Infection and Immunity";journal;"10985522, 00199567";1,042;Q1;242;191;730;12307;2268;723;2,85;64,43;47,34;0;58;United States;Northern America;"American Society for Microbiology";"1971-2023";"Infectious Diseases (Q1); Parasitology (Q1); Immunology (Q2); Microbiology (Q2)";"Immunology and Microbiology; Medicine"
170;20238;"Journal of Microbiology, Immunology and Infection";journal;"19959133, 16841182";1,040;Q1;73;153;507;5286;2186;427;3,91;34,55;42,74;0;88;Taiwan;Asiatic Region;"Elsevier Taiwan LLC";"1998-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
171;20186;"Transfusion";journal;"00411132, 15372995";1,033;Q2;150;529;1420;8950;3008;1165;2,05;16,92;47,49;0;93;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1958-2023";"Hematology (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
172;21100870666;"Immunological Medicine";journal;"25785826";1,031;Q2;22;26;81;1071;303;81;3,28;41,19;23,66;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
173;21100433120;"Microbiology spectrum";journal;"21650497";1,028;Q1;87;2095;2474;108843;9367;2440;3,78;51,95;45,13;8;980;United States;Northern America;"American Society for Microbiology";"2013-2023";"Ecology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Physiology (Q1); Cell Biology (Q2); Genetics (Q2); Microbiology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Immunology and Microbiology; Medicine"
174;19717;"Food Microbiology";journal;"07400020, 10959998";1,026;Q2;144;185;621;10025;3559;620;5,16;54,19;47,15;3;38;United States;Northern America;"Academic Press";"1984-2024";"Food Science (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology"
175;19760;"International Journal of Food Microbiology";journal;"18793460, 01681605";1,026;Q2;219;262;853;14906;5086;852;5,70;56,89;48,76;13;63;Netherlands;Western Europe;"Elsevier B.V.";"1984-2024";"Food Science (Q1); Medicine (miscellaneous) (Q1); Safety, Risk, Reliability and Quality (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Engineering; Immunology and Microbiology; Medicine"
176;19700166804;"Ticks and Tick-borne Diseases";journal;"18779603, 1877959X";1,021;Q1;62;140;616;7935;2035;603;3,23;56,68;43,83;2;29;Germany;Western Europe;"Elsevier GmbH";"2010-2024";"Infectious Diseases (Q1); Insect Science (Q1); Parasitology (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
177;20825;"Immunology Letters";journal;"01652478, 18790542";1,020;Q2;108;97;338;5772;1296;306;3,19;59,51;46,37;0;32;Netherlands;Western Europe;"Elsevier B.V.";"1979-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
178;19618;"Applied and Environmental Microbiology";journal;"00992240, 10985336";1,016;Q1;367;427;1755;23650;7323;1745;3,72;55,39;42,35;2;136;United States;Northern America;"American Society for Microbiology";"1976-2023";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Immunology and Microbiology"
179;130035;"Virology Journal";journal;"1743422X";1,016;Q2;99;301;657;14994;2805;653;4,16;49,81;43,39;1;205;United Kingdom;Western Europe;"BioMed Central Ltd";"2004-2023";"Infectious Diseases (Q1); Virology (Q2)";"Immunology and Microbiology; Medicine"
180;20712;"Cellular Immunology";journal;"10902163, 00088749";1,011;Q2;108;69;348;3847;1270;339;3,79;55,75;42,09;0;29;United States;Northern America;"Academic Press Inc.";"1970-2023";"Immunology (Q2)";"Immunology and Microbiology"
181;21101028601;"Biofilm";journal;"25902075";1,010;Q1;20;70;83;4681;496;81;5,60;66,87;44,39;0;20;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q2); Microbiology (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
182;19633;"BMC Microbiology";journal;"14712180";0,999;Q2;137;397;1027;22636;4744;1026;4,18;57,02;46,63;0;174;United Kingdom;Western Europe;"BioMed Central Ltd";"2001-2023";"Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
183;15066;"Fish and Shellfish Immunology";journal;"10959947, 10504648";0,996;Q1;152;682;1847;37884;8307;1845;4,27;55,55;42,60;0;276;United States;Northern America;"Academic Press";"1991-2023";"Aquatic Science (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Environmental Chemistry (Q2); Immunology (Q2)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology; Medicine"
184;16052;"International Biodeterioration and Biodegradation";journal;"09648305";0,990;Q2;131;94;368;6133;1854;360;4,70;65,24;46,91;0;52;United Kingdom;Western Europe;"Elsevier Ltd";"1992-2024";"Biomaterials (Q2); Microbiology (Q2); Waste Management and Disposal (Q2)";"Environmental Science; Immunology and Microbiology; Materials Science"
185;20230;"Journal of General Virology";journal;"00221317, 14652099";0,990;Q2;187;120;443;5794;1595;442;3,46;48,28;38,52;0;42;United Kingdom;Western Europe;"Microbiology Society";"1967-2023";"Virology (Q2)";"Immunology and Microbiology"
186;21101092898;"Current Research in Immunology";journal;"25902555";0,987;Q2;10;19;53;1464;185;52;3,65;77,05;54,35;0;10;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Immunology (Q2)";"Immunology and Microbiology"
187;21100901579;"Microbial Cell";journal;"23112638";0,982;Q1;39;22;87;1644;362;86;3,73;74,73;47,37;0;5;Austria;Western Europe;"Shared Science Publishers OG";"2014-2023";"Applied Microbiology and Biotechnology (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Parasitology (Q1); Cell Biology (Q2); Genetics (Q2); Microbiology (Q2); Molecular Biology (Q2); Virology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
188;19303;"Xenotransplantation";journal;"13993089, 0908665X";0,982;Q2;69;42;187;1858;477;141;2,72;44,24;36,92;0;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1994-2023";"Transplantation (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
189;21100900279;"Cytokine: X";journal;"25901532";0,980;Q2;10;0;28;0;97;28;2,18;0,00;0,00;0;0;United States;Northern America;"Academic Press Inc.";"2019-2022";"Biochemistry (Q2); Hematology (Q2); Immunology (Q2); Immunology and Allergy (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
190;19773;"Rheumatology International";journal;"01728172, 1437160X";0,971;Q2;89;270;741;10257;2524;698;3,68;37,99;46,85;1;67;Germany;Western Europe;"Springer Verlag";"1981-2023";"Immunology (Q2); Immunology and Allergy (Q2); Rheumatology (Q2)";"Immunology and Microbiology; Medicine"
191;20649;"Annals of Allergy, Asthma and Immunology";journal;"15344436, 10811206";0,970;Q2;125;356;1008;9865;2759;853;2,68;27,71;47,28;2;115;United States;Northern America;"American College of Allergy, Asthma and Immunology";"1995-2023";"Immunology (Q2); Immunology and Allergy (Q2); Pulmonary and Respiratory Medicine (Q2)";"Immunology and Microbiology; Medicine"
192;22083;"Cytokine";journal;"10960023, 10434666";0,970;Q2;135;254;921;15077;3399;911;3,97;59,36;49,69;0;136;United States;Northern America;"Academic Press";"1989-2023";"Biochemistry (Q2); Hematology (Q2); Immunology (Q2); Immunology and Allergy (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
193;17500154721;"Parasites and Vectors";journal;"17563305";0,967;Q1;111;454;1703;24854;5609;1693;3,06;54,74;45,18;2;144;United Kingdom;Western Europe;"BioMed Central Ltd";"2008-2023";"Infectious Diseases (Q1); Parasitology (Q1)";"Immunology and Microbiology; Medicine"
194;19700201534;"Beneficial microbes";journal;"18762891, 18762883";0,966;Q2;62;34;148;879;677;145;3,01;25,85;45,78;0;5;Netherlands;Western Europe;"Wageningen Academic Publishers";"2010-2023";"Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
195;14957;"Applied Microbiology and Biotechnology";journal;"14320614, 01757598";0,957;Q1;267;533;2027;32779;10288;2027;4,23;61,50;44,44;2;161;Germany;Western Europe;"Springer Verlag";"1984-2023";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
196;21101038828;"STAR Protocols";journal;"26661667";0,955;Q1;19;817;1877;10773;2884;1874;1,39;13,19;43,37;0;202;United States;Northern America;"Cell Press";"2020-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Neuroscience (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
197;21100451659;"Infectious Diseases";journal;"23744235, 23744243";0,954;Q1;83;107;395;3633;1171;288;3,26;33,95;50,54;1;60;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Infectious Diseases (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
198;22411;"Inflammopharmacology";journal;"09254692, 15685608";0,952;Q2;68;247;448;18084;2226;432;4,65;73,21;46,20;2;88;Switzerland;Western Europe;"Birkhauser Verlag Basel";"1991-2023";"Pharmacology (Q1); Pharmacology (medical) (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
199;19761;"International Journal of Systematic and Evolutionary Microbiology";journal;"14665026, 14665034";0,952;Q2;196;522;1882;20598;4745;1836;2,06;39,46;43,09;0;41;United Kingdom;Western Europe;"Microbiology Society";"2000-2023";"Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
200;21100832688;"Synthetic and Systems Biotechnology";journal;"2405805X";0,952;Q1;36;87;178;4885;782;158;4,31;56,15;40,75;0;14;China;Asiatic Region;"KeAi Communications Co.";"2016-2023";"Applied Microbiology and Biotechnology (Q1); Biomedical Engineering (Q1); Genetics (Q2); Structural Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Engineering; Immunology and Microbiology"
201;21357;"Scandinavian Journal of Immunology";journal;"03009475, 13653083";0,946;Q2;96;91;341;4902;1136;287;3,22;53,87;53,38;0;41;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1972-2023";"Medicine (miscellaneous) (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
202;21100298690;"Journal of Immunology Research";journal;"23147156, 23148861";0,944;Q2;113;121;1058;6422;3971;1055;3,41;53,07;48,19;0;59;Egypt;Africa/Middle East;"Hindawi Limited";"2014-2023";"Medicine (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
203;21100933947;"Microorganisms";journal;"20762607";0,944;Q2;87;2997;7161;209049;33794;7040;4,33;69,75;47,74;11;1218;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2023";"Microbiology (Q2); Microbiology (medical) (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
204;21101088224;"ImmunoHorizons";journal;"25737732";0,934;Q2;21;100;234;5374;552;226;2,12;53,74;44,05;0;43;United States;Northern America;"NLM (Medline)";"2017-2023";"Medicine (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
205;19700171308;"Virology: Research and Treatment";journal;"1178122X";0,932;Q2;13;0;1;0;6;1;0,00;0,00;0,00;0;0;New Zealand;Pacific Region;"Libertas Academica Ltd.";"2010, 2013-2020";"Immunology (Q2); Infectious Diseases (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
206;4000149402;"Virologica Sinica";journal;"1995820X, 16740769";0,928;Q2;47;105;401;4993;1470;298;3,58;47,55;43,59;0;54;China;Asiatic Region;"KeAi Communications Co.";"2006-2023";"Immunology (Q2); Infectious Diseases (Q2); Molecular Medicine (Q2); Virology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
207;17300154924;"Epidemics";journal;"17554365, 18780067";0,927;Q1;53;70;218;3080;691;216;3,25;44,00;38,66;2;58;Netherlands;Western Europe;"Elsevier B.V.";"2009-2023";"Parasitology (Q1); Public Health, Environmental and Occupational Health (Q1); Epidemiology (Q2); Infectious Diseases (Q2); Microbiology (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
208;21100200427;"Human Vaccines and Immunotherapeutics";journal;"21645515, 2164554X";0,927;Q2;93;516;1849;21250;7046;1639;3,81;41,18;49,06;14;374;United States;Northern America;"Landes Bioscience";"2012-2023";"Medicine (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Pharmacology (Q2)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
209;21101146551;"mLife";journal;"2770100X, 20971699";0,927;Q2;6;43;40;2437;140;34;3,50;56,67;38,65;0;9;China;Asiatic Region;"John Wiley and Sons Inc";"2022-2023";"Microbiology (Q2)";"Immunology and Microbiology"
210;10300153305;"Transboundary and Emerging Diseases";journal;"18651674, 18651682";0,921;Q1;84;165;1414;8842;5042;1368;3,59;53,59;43,20;3;71;United Kingdom;Western Europe;"";"2008-2022";"Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)";"Immunology and Microbiology; Medicine; Veterinary"
211;21100469670;"Antibiotics";journal;"20796382";0,920;Q2;77;1729;4319;112476;20751;4258;4,45;65,05;49,00;13;632;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2010, 2012-2023";"Pharmacology (medical) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry (Q2); Infectious Diseases (Q2); Microbiology (Q2); Microbiology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
212;21101112809;"Current Research in Parasitology and Vector-Borne Diseases";journal;"2667114X";0,919;Q1;11;44;92;2309;283;91;3,08;52,48;44,37;0;17;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Animal Science and Zoology (Q1); Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Virology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
213;21284;"Journal of Reproductive Immunology";journal;"18727603, 01650378";0,915;Q2;101;141;339;7673;1229;333;3,22;54,42;49,94;0;51;Ireland;Western Europe;"Elsevier Ireland Ltd";"1979-2023";"Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
214;19700202609;"Autoimmunity Highlights";journal;"20380305, 20383274";0,910;Q2;29;0;28;0;120;28;5,89;0,00;0,00;0;0;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2010-2021";"Immunology (Q2); Rheumatology (Q2)";"Immunology and Microbiology; Medicine"
215;4900152305;"Biotechnology Journal";journal;"18607314, 18606768";0,908;Q1;109;152;429;7527;1980;419;4,10;49,52;38,31;0;37;Germany;Western Europe;"Wiley-VCH Verlag";"2006-2023";"Applied Microbiology and Biotechnology (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
216;19186;"Clinical and Experimental Rheumatology";journal;"0392856X, 1593098X";0,907;Q2;108;357;1137;10284;2925;901;2,63;28,81;49,84;2;87;Italy;Western Europe;"Clinical and Experimental Rheumatology S.A.S.";"1983-2023";"Immunology (Q2); Immunology and Allergy (Q2); Rheumatology (Q2)";"Immunology and Microbiology; Medicine"
217;19400158544;"Probiotics and Antimicrobial Proteins";journal;"18671314, 18671306";0,906;Q2;52;260;406;17493;2275;406;5,14;67,28;47,66;2;83;United States;Northern America;"Springer New York";"2009-2023";"Microbiology (Q2); Molecular Biology (Q2); Molecular Medicine (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
218;21101038573;"Tumour Virus Research";journal;"26666790";0,904;Q2;34;17;49;1333;208;47;4,94;78,41;43,14;0;10;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Cancer Research (Q2); Infectious Diseases (Q2); Virology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
219;21100802702;"Bioengineered";journal;"21655987, 21655979";0,899;Q1;55;53;2206;1935;9679;2203;4,30;36,51;41,03;0;40;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2023";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1); Bioengineering (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology; Medicine"
220;16749;"Journal of Neuroimmunology";journal;"18728421, 01655728";0,897;Q2;155;156;629;7111;1872;608;2,95;45,58;48,52;0;37;Netherlands;Western Europe;"Elsevier B.V.";"1981-2023";"Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2); Neurology (clinical) (Q2)";"Immunology and Microbiology; Medicine; Neuroscience"
221;14156;"Molecular Immunology";journal;"01615890, 18729142";0,892;Q2;149;185;757;9520;2476;747;3,22;51,46;49,50;0;70;United Kingdom;Western Europe;"Elsevier Ltd";"1973-2023";"Immunology (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
222;21100899501;"EFSA Journal";journal;"18314732";0,889;Q1;143;515;1335;22708;4208;1293;3,26;44,09;52,03;54;118;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2003-2023";"Animal Science and Zoology (Q1); Food Science (Q1); Parasitology (Q1); Plant Science (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
223;9500153922;"American Journal of Reproductive Immunology";journal;"16000897, 10467408";0,887;Q2;114;153;364;8398;1234;356;3,10;54,89;52,87;0;75;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1980-1984, 1989-2023";"Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
224;21101060498;"Current Research in Microbial Sciences";journal;"26665174";0,885;Q2;19;27;166;1905;915;163;5,53;70,56;39,57;0;14;United Kingdom;Western Europe;"Elsevier B.V.";"2020-2023";"Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
225;21101151574;"Stress Biology";journal;"27310450";0,881;Q2;9;57;75;3227;258;73;3,44;56,61;38,69;0;12;Germany;Western Europe;"Springer";"2021-2023";"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Plant Science (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology"
226;21100253424;"Journal of Global Antimicrobial Resistance";journal;"22137173, 22137165";0,880;Q2;50;201;959;5939;3234;734;3,12;29,55;48,09;0;81;United Kingdom;Western Europe;"Elsevier B.V.";"2013-2023";"Immunology (Q2); Immunology and Allergy (Q2); Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
227;19700201314;"Mycology";journal;"21501211, 21501203";0,880;Q2;37;45;74;3113;389;74;5,28;69,18;43,69;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2023";"Plant Science (Q1); Infectious Diseases (Q2); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
228;21101092524;"PHAGE: Therapy, Applications, and Research";journal;"26416549, 26416530";0,877;Q1;10;21;85;821;201;70;2,88;39,10;54,26;0;7;United States;Northern America;"Mary Ann Liebert Inc.";"2020-2023";"Applied Microbiology and Biotechnology (Q1); Microbiology (Q2); Microbiology (medical) (Q2); Molecular Biology (Q2); Virology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
229;21101101225;"JAC-Antimicrobial Resistance";journal;"26321823";0,875;Q2;22;148;342;5687;1196;321;3,55;38,43;48,14;5;51;United Kingdom;Western Europe;"Oxford University Press";"2019-2023";"Immunology (Q2); Immunology and Allergy (Q2); Infectious Diseases (Q2); Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
230;4700153004;"AIDS Research and Therapy";journal;"17426405";0,872;Q2;49;89;234;3234;555;234;2,18;36,34;48,99;0;89;United Kingdom;Western Europe;"BioMed Central Ltd";"2004-2023";"Molecular Medicine (Q2); Pharmacology (medical) (Q2); Virology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
231;20861;"Systematic and Applied Microbiology";journal;"16180984, 07232020";0,872;Q1;115;41;201;2562;680;201;3,27;62,49;44,49;0;2;Germany;Western Europe;"Elsevier GmbH";"1983-2023";"Applied Microbiology and Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology"
232;21100898636;"Foods";journal;"23048158";0,870;Q2;97;4509;9155;269996;50477;9006;5,08;59,88;51,21;7;1037;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2023";"Food Science (Q1); Health Professions (miscellaneous) (Q1); Health (social science) (Q1); Plant Science (Q1); Microbiology (Q2)";"Agricultural and Biological Sciences; Health Professions; Immunology and Microbiology; Social Sciences"
233;20808;"Immunologic Research";journal;"0257277X, 15590755";0,870;Q2;100;107;197;5626;707;189;3,23;52,58;52,31;0;36;United States;Northern America;"Humana Press";"1982, 1986-2023";"Immunology (Q2)";"Immunology and Microbiology"
234;21100903066;"AIMS Microbiology";journal;"24711888";0,853;Q2;24;39;99;3345;456;96;2,75;85,77;51,61;0;23;United States;Northern America;"AIMS Press";"2015-2023";"Microbiology (Q2); Microbiology (medical) (Q2)";"Immunology and Microbiology; Medicine"
235;23029;"Retrovirology";journal;"17424690";0,845;Q2;98;16;107;1314;260;100;2,34;82,13;47,37;0;13;United Kingdom;Western Europe;"BioMed Central Ltd";"2004-2023";"Infectious Diseases (Q2); Virology (Q2)";"Immunology and Microbiology; Medicine"
