Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
159;21100915393;"Neuroscience of Consciousness";journal;"20572107";1,183;Q1;16;26;88;2293;364;88;4,31;88,19;25,86;0;0;United Kingdom;Western Europe;"Oxford University Press";"2017, 2019-2023";"Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience; Psychology"
160;4400151511;"Behavioral and Brain Functions";journal;"17449081";1,181;Q1;71;24;37;1883;172;36;4,85;78,46;51,85;0;3;United Kingdom;Western Europe;"BioMed Central Ltd";"2005-2023";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Medicine (miscellaneous) (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
161;19400158515;"Cognitive Computation";journal;"18669964, 18669956";1,179;Q1;67;160;368;8341;2206;357;5,79;52,13;27,55;0;20;United States;Northern America;"Springer New York";"2009-2023";"Cognitive Neuroscience (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1)";"Computer Science; Neuroscience"
162;21100199831;"Frontiers in Aging Neuroscience";journal;"16634365";1,173;Q2;120;892;3001;56756;12616;2920;3,97;63,63;46,16;2;150;Switzerland;Western Europe;"Frontiers Media SA";"2009-2023";"Aging (Q2); Cognitive Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
163;16246;"Journal of Alzheimer's Disease";journal;"13872877, 18758908";1,172;Q2;177;772;2451;43700;9343;2443;3,40;56,61;48,01;0;162;Netherlands;Western Europe;"IOS Press BV";"1998-2023";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience; Psychology"
164;14604;"Ophthalmic and Physiological Optics";journal;"02755408, 14751313";1,162;Q1;82;165;371;6845;1183;316;2,77;41,48;54,14;1;11;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1981-2023";"Ophthalmology (Q1); Optometry (Q1); Sensory Systems (Q1)";"Health Professions; Medicine; Neuroscience"
165;94948;"World Journal of Biological Psychiatry";journal;"18141412, 15622975";1,153;Q2;84;69;210;4606;689;195;3,22;66,75;41,89;1;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2023";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
166;6600153204;"Brain Structure and Function";journal;"18632653, 18632661";1,147;Q2;114;145;573;12665;1726;558;2,91;87,34;47,00;0;10;Germany;Western Europe;"Springer Verlag";"2007-2023";"Anatomy (Q1); Histology (Q1); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience"
167;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594X";1,131;Q1;135;322;818;11847;3066;796;3,51;36,79;34,85;0;94;Netherlands;Western Europe;"Kluwer Academic Publishers";"1983-2023";"Neurology (Q1); Neurology (clinical) (Q1); Cancer Research (Q2); Oncology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
168;15550;"European Journal of Neuroscience";journal;"14609568, 0953816X";1,129;Q2;228;319;1253;24266;4032;1204;3,29;76,07;45,22;0;33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1989-2023";"Neuroscience (miscellaneous) (Q2)";"Neuroscience"
169;12866;"Cognitive, Affective and Behavioral Neuroscience";journal;"15307026, 1531135X";1,127;Q1;111;100;265;8108;861;263;2,78;81,08;50,75;0;7;United States;Northern America;"Springer New York";"2001-2023";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q2)";"Neuroscience"
170;14840;"Cellular and Molecular Neurobiology";journal;"02724340, 15736830";1,118;Q2;104;259;425;24771;1775;417;4,01;95,64;46,71;0;75;United States;Northern America;"Springer New York";"1981-2023";"Medicine (miscellaneous) (Q1); Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
171;13923;"Hippocampus";journal;"10981063, 10509631";1,115;Q2;171;88;243;7087;704;223;2,67;80,53;50,52;0;2;United States;Northern America;"Wiley-Liss Inc.";"1991-2023";"Cognitive Neuroscience (Q2)";"Neuroscience"
172;19700174918;"Clinical and Translational Science";journal;"17528062, 17528054";1,109;Q2;60;239;686;8534;2489;647;3,48;35,71;43,76;1;94;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
173;19239;"Reviews in the Neurosciences";journal;"21910200, 03341763";1,108;Q2;88;44;160;7044;757;160;3,98;160,09;46,43;0;5;Germany;Western Europe;"Walter de Gruyter GmbH";"1986-1990, 1992-2023";"Neuroscience (miscellaneous) (Q2)";"Neuroscience"
174;130164;"Journal of Neural Engineering";journal;"17412560";1,094;Q2;135;289;1074;17617;4645;1073;3,99;60,96;29,70;0;16;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2004-2023";"Biomedical Engineering (Q1); Cellular and Molecular Neuroscience (Q2)";"Engineering; Neuroscience"
175;21101170600;"Psychoradiology";journal;"26344416";1,093;Q2;4;31;21;2444;83;20;3,95;78,84;50,00;0;3;United Kingdom;Western Europe;"Oxford University Press";"2021-2023";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychology (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Artificial Intelligence (Q2); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Computer Science; Medicine; Neuroscience; Psychology"
176;12874;"Cognitive Science";journal;"03640213, 15516709";1,082;Q2;136;162;370;10643;1030;353;2,59;65,70;37,75;1;8;United States;Northern America;"Wiley-Blackwell";"1977-2023";"Experimental and Cognitive Psychology (Q1); Artificial Intelligence (Q2); Cognitive Neuroscience (Q2)";"Computer Science; Neuroscience; Psychology"
177;21101133557;"Neurological Research and Practice";journal;"25243489";1,075;Q1;20;65;178;2085;723;137;2,67;32,08;35,58;0;30;United Kingdom;Western Europe;"BioMed Central Ltd";"2019-2023";"Neurology (Q1); Neurology (clinical) (Q1)";"Medicine; Neuroscience"
178;16745;"Journal of Neuroendocrinology";journal;"13652826, 09538194";1,073;Q2;127;132;369;10033;1167;355;3,23;76,01;47,81;0;33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1989-2023";"Endocrinology, Diabetes and Metabolism (Q1); Cellular and Molecular Neuroscience (Q2); Endocrine and Autonomic Systems (Q2); Endocrinology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
179;19900191735;"Topics in Cognitive Science";journal;"17568765, 17568757";1,068;Q2;73;85;184;6385;527;156;2,61;75,12;43,15;0;16;United States;Northern America;"Wiley-Blackwell";"2009-2023";"Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2); Cognitive Neuroscience (Q2); Human-Computer Interaction (Q2)";"Computer Science; Neuroscience; Psychology; Social Sciences"
180;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21679223, 21678421";1,066;Q1;85;109;291;3806;773;277;2,38;34,92;50,07;2;11;United Kingdom;Western Europe;"Informa Healthcare";"2013-2023";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)";"Medicine; Neuroscience"
181;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";1,063;Q2;70;99;258;3844;591;122;2,21;38,83;42,46;0;22;Germany;Western Europe;"D. Steinkopff-Verlag";"1991-2023";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Endocrine and Autonomic Systems (Q2)";"Medicine; Neuroscience"
182;21100199812;"Frontiers in Neuroscience";journal;"1662453X, 16624548";1,063;Q2;153;2252;5578;140414;21332;5336;3,19;62,35;42,61;2;366;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Neuroscience (miscellaneous) (Q2)";"Neuroscience"
183;19700172804;"ACS Chemical Neuroscience";journal;"19487193";1,060;Q2;95;373;1192;24326;5078;1163;4,00;65,22;41,31;0;61;United States;Northern America;"American Chemical Society";"2010-2023";"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1); Cell Biology (Q2); Cognitive Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
184;21197;"Pharmacology Biochemistry and Behavior";journal;"00913057, 18735177";1,050;Q1;148;96;388;6935;1358;381;3,26;72,24;51,52;0;32;United States;Northern America;"Elsevier Inc.";"1973-2023";"Behavioral Neuroscience (Q1); Biochemistry (Q1); Clinical Biochemistry (Q1); Pharmacology (Q1); Toxicology (Q1); Biological Psychiatry (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
185;17486;"Neurochemistry International";journal;"18729754, 01970186";1,049;Q2;136;114;549;9823;2411;540;4,74;86,17;44,43;0;37;United Kingdom;Western Europe;"Elsevier Ltd";"1980-2023";"Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
186;12001;"Journal of the Experimental Analysis of Behavior";journal;"00225002, 19383711";1,047;Q1;70;77;204;3928;437;202;1,68;51,01;32,04;0;8;United States;Northern America;"Wiley-Blackwell";"1958-2023";"Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)";"Neuroscience; Psychology"
187;22138;"Genes, Brain and Behavior";journal;"1601183X, 16011848";1,044;Q1;102;43;206;2982;602;200;2,59;69,35;48,76;1;12;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2002-2023";"Behavioral Neuroscience (Q1); Genetics (Q2); Neurology (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
188;16820;"Journal of the Neurological Sciences";journal;"0022510X, 18785883";1,042;Q2;154;285;1268;10777;3772;998;3,13;37,81;35,58;0;109;Netherlands;Western Europe;"Elsevier B.V.";"1964-2023";"Neurology (clinical) (Q1); Neurology (Q2)";"Medicine; Neuroscience"
189;17379;"Molecular and Cellular Neurosciences";journal;"10959327, 10447431";1,042;Q2;147;74;180;5596;555;178;2,63;75,62;47,06;0;23;United States;Northern America;"Academic Press Inc.";"1990-2023";"Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
190;21100466855;"Neurology and Therapy";journal;"21938253, 21936536";1,042;Q2;34;140;229;5786;867;212;3,92;41,33;49,79;2;27;United States;Northern America;"Springer Healthcare";"2012-2023";"Neurology (clinical) (Q1); Neurology (Q2)";"Medicine; Neuroscience"
191;19700175115;"Frontiers in Systems Neuroscience";journal;"16625137";1,041;Q2;96;74;417;5947;1375;399;3,21;80,36;39,93;0;7;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2); Developmental Neuroscience (Q2); Neuroscience (miscellaneous) (Q2)";"Neuroscience"
192;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509397, 15509389";1,039;Q2;120;269;1061;9594;3286;828;3,13;35,67;48,72;1;55;United States;Northern America;"American Academy of Sleep Medicine";"2005-2023";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)";"Medicine; Neuroscience"
193;21100332455;"Journal of Huntington's disease";journal;"18796400, 18796397";1,038;Q2;35;33;112;1643;279;107;2,15;49,79;58,39;0;5;Netherlands;Western Europe;"IOS Press BV";"2012-2023";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)";"Medicine; Neuroscience"
194;15481;"Journal of Experimental Psychology: Human Perception and Performance";journal;"00961523, 19391277";1,034;Q1;163;83;316;4533;766;316;2,25;54,61;39,78;0;1;United States;Northern America;"American Psychological Association";"1975-2023";"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)";"Arts and Humanities; Medicine; Neuroscience; Psychology"
195;17467;"Neurobiology of Learning and Memory";journal;"10959564, 10747427";1,033;Q1;134;85;363;5909;903;358;2,33;69,52;47,30;0;9;United States;Northern America;"Academic Press Inc.";"1995-2023";"Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Cognitive Neuroscience (Q2)";"Neuroscience; Psychology"
196;17484;"Neurochemical Research";journal;"03643190, 15736903";1,031;Q2;132;269;822;18960;3450;812;3,97;70,48;45,66;1;66;United States;Northern America;"Springer New York";"1976-2023";"Biochemistry (Q1); Medicine (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
197;16188;"Journal of the International Neuropsychological Society";journal;"13556177, 14697661";1,028;Q2;146;113;282;5973;891;280;3,00;52,86;54,14;0;19;United Kingdom;Western Europe;"Cambridge University Press";"1995-2023";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience; Psychology"
198;16761;"Journal of Neuropathology and Experimental Neurology";journal;"15546578, 00223069";1,026;Q2;178;100;391;3594;881;302;2,12;35,94;47,76;0;22;United Kingdom;Western Europe;"Oxford University Press";"1942-2023";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2); Neurology (Q2)";"Medicine; Neuroscience"
199;145172;"Behavioral Sleep Medicine";journal;"15402010, 15402002";1,025;Q2;64;72;183;3607;659;182;3,10;50,10;63,05;0;12;United States;Northern America;"Routledge";"2003-2023";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychology (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience; Psychology"
200;21100329539;"Journal of Eating Disorders";journal;"20502974";1,024;Q2;47;225;428;13243;1729;410;3,52;58,86;68,92;1;64;United Kingdom;Western Europe;"BioMed Central Ltd";"2013-2023";"Nutrition and Dietetics (Q1); Behavioral Neuroscience (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience; Nursing"
201;13866;"Experimental Eye Research";journal;"00144835, 10960007";1,020;Q1;146;288;1093;15490;3983;1073;3,29;53,78;45,85;1;27;United States;Northern America;"Academic Press";"1961-2023";"Ophthalmology (Q1); Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2)";"Medicine; Neuroscience"
202;21100324364;"Schizophrenia Research: Cognition";journal;"22150013";1,018;Q2;28;22;119;1024;350;117;2,60;46,55;45,27;0;1;United States;Northern America;"Elsevier Inc.";"2014-2023";"Cognitive Neuroscience (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience"
203;21100853527;"Brain Informatics";journal;"21984018, 21984026";1,016;Q2;30;34;77;2215;468;77;3,44;65,15;39,51;0;3;Germany;Western Europe;"Springer Berlin";"2014-2023";"Computer Science Applications (Q1); Cognitive Neuroscience (Q2); Neurology (Q2)";"Computer Science; Neuroscience"
204;18572;"Parkinsonism and Related Disorders";journal;"18735126, 13538020";1,015;Q2;122;312;1004;8590;2757;712;2,61;27,53;43,81;1;25;Netherlands;Western Europe;"Elsevier B.V.";"1995-2023";"Geriatrics and Gerontology (Q2); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
205;13904;"Graefe's Archive for Clinical and Experimental Ophthalmology";journal;"0721832X, 1435702X";1,014;Q1;114;458;1223;15740;3353;1087;2,40;34,37;42,19;1;47;Germany;Western Europe;"Springer Verlag";"1870-1944, 1947-1965, 1982-2023";"Ophthalmology (Q1); Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2)";"Medicine; Neuroscience"
206;26649;"Neuroendocrinology";journal;"00283835, 14230194";1,009;Q2;112;94;285;6659;1079;277;3,68;70,84;50,07;0;23;Switzerland;Western Europe;"S. Karger AG";"1965, 1967-2023";"Cellular and Molecular Neuroscience (Q2); Endocrine and Autonomic Systems (Q2); Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
207;14347;"Brain Research Bulletin";journal;"03619230, 18732747";1,008;Q2;144;211;759;15432;2976;753;3,70;73,14;46,09;0;38;United States;Northern America;"Elsevier Inc.";"1976-2023";"Neuroscience (miscellaneous) (Q2)";"Neuroscience"
208;21100228128;"Trends in Neuroscience and Education";journal;"22119493";1,007;Q2;34;20;63;1387;264;61;4,10;69,35;45,21;0;7;Germany;Western Europe;"Elsevier GmbH";"2012-2023";"Education (Q1); Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Neuroscience (miscellaneous) (Q2)";"Neuroscience; Social Sciences"
209;21100386521;"Language, Cognition and Neuroscience";journal;"23273801, 23273798";1,006;Q2;94;122;255;9095;690;239;2,02;74,55;54,34;0;1;United States;Northern America;"Taylor and Francis Inc.";"2013-2023";"Linguistics and Language (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)";"Neuroscience; Psychology; Social Sciences"
210;19700175116;"Frontiers in Neuroanatomy";journal;"16625129";1,003;Q2;84;90;350;5265;870;334;2,00;58,50;40,33;0;3;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Anatomy (Q1); Cellular and Molecular Neuroscience (Q2); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience"
211;15407;"Visual Cognition";journal;"13506285, 14640716";1,003;Q2;91;34;161;1583;396;159;2,27;46,56;45,28;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2023";"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)";"Arts and Humanities; Neuroscience; Psychology"
212;17975;"NeuroMolecular Medicine";journal;"15351084, 15591174";1,001;Q2;82;52;146;2913;554;145;3,76;56,02;43,94;0;15;United States;Northern America;"Humana Press";"2002-2023";"Cellular and Molecular Neuroscience (Q2); Molecular Medicine (Q2); Neurology (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
213;14635;"Ophthalmologica";journal;"00303755, 14230267";0,992;Q2;70;48;173;1716;449;169;2,38;35,75;38,26;0;8;Switzerland;Western Europe;"S. Karger AG";"1899-2023";"Medicine (miscellaneous) (Q1); Ophthalmology (Q1); Sensory Systems (Q2)";"Medicine; Neuroscience"
214;20000195097;"Multiple Sclerosis and Related Disorders";journal;"22110356, 22110348";0,990;Q2;63;534;2026;21034;5555;1701;2,70;39,39;51,11;0;79;Netherlands;Western Europe;"Elsevier B.V.";"2012-2023";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
215;23475;"Journal of Neurophysiology";journal;"15221598, 00223077";0,984;Q2;267;251;999;13387;2463;993;2,19;53,33;35,69;0;21;United States;Northern America;"American Physiological Society";"1945-2023";"Neuroscience (miscellaneous) (Q2); Physiology (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
216;17600155060;"Cell Adhesion and Migration";journal;"19336918, 19336926";0,980;Q2;75;15;46;1018;177;45;3,52;67,87;54,95;0;9;United States;Northern America;"Landes Bioscience";"2007-2023";"Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
217;10600153347;"Brain Imaging and Behavior";journal;"19317565, 19317557";0,977;Q2;68;81;724;4845;2183;723;2,72;59,81;45,01;0;13;United States;Northern America;"Springer New York";"2007-2023";"Radiology, Nuclear Medicine and Imaging (Q1); Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
218;17500155156;"Early Intervention in Psychiatry";journal;"17517885, 17517893";0,976;Q3;58;152;435;6717;1214;431;2,52;44,19;61,10;2;36;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2023";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)";"Medicine; Neuroscience"
219;21100389521;"Eye and Brain";journal;"11792744";0,967;Q2;25;13;47;836;177;44;2,61;64,31;48,33;0;0;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2014-2023";"Ophthalmology (Q1); Sensory Systems (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
220;17400154834;"Neural Regeneration Research";journal;"18767958, 16735374";0,967;Q2;68;476;1360;26442;5275;1325;3,84;55,55;42,72;1;71;China;Asiatic Region;"Wolters Kluwer Medknow Publications";"2006-2024";"Developmental Neuroscience (Q2)";"Neuroscience"
221;21100212316;"Frontiers in Neurology";journal;"16642295";0,966;Q2;105;2720;7439;122610;23373;7211;2,79;45,08;42,30;5;959;Switzerland;Western Europe;"Frontiers Media SA";"2010-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
222;15771;"Muscle and Nerve";journal;"10974598, 0148639X";0,964;Q3;167;185;822;5631;2127;628;2,53;30,44;41,07;1;24;United States;Northern America;"John Wiley & Sons Inc.";"1978-2023";"Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
223;19700175114;"Frontiers in Integrative Neuroscience";journal;"16625145";0,959;Q2;76;69;278;4807;777;251;2,34;69,67;51,31;0;8;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Cognitive Neuroscience (Q2); Sensory Systems (Q2); Cellular and Molecular Neuroscience (Q3)";"Neuroscience"
224;21101023214;"Multiple Sclerosis Journal - Experimental, Translational and Clinical";journal;"20552173";0,959;Q3;29;48;189;1416;488;181;2,49;29,50;46,24;0;3;United Kingdom;Western Europe;"SAGE Publications Inc.";"2015-2023";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
225;12886;"Cognitive Systems Research";journal;"13890417, 22144366";0,957;Q2;69;68;175;4029;812;172;3,11;59,25;30,26;1;3;Netherlands;Western Europe;"Elsevier B.V.";"1999-2024";"Artificial Intelligence (Q2); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Software (Q2)";"Computer Science; Neuroscience; Psychology"
226;21370;"Expert Review of Neurotherapeutics";journal;"14737175, 17448360";0,957;Q2;98;108;322;11035;1154;289;3,25;102,18;45,05;0;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2023";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience"
227;20000195043;"Nature and Science of Sleep";journal;"11791608";0,956;Q2;51;92;474;4769;1674;465;3,27;51,84;45,99;0;24;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2009-2023";"Applied Psychology (Q2); Behavioral Neuroscience (Q2)";"Neuroscience; Psychology"
228;18009;"Neuropsychologia";journal;"18733514, 00283932";0,956;Q2;229;196;852;15829;2275;840;2,24;80,76;49,71;0;17;United Kingdom;Western Europe;"Elsevier Ltd";"1963-2023";"Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)";"Neuroscience; Psychology"
229;21101038828;"STAR Protocols";journal;"26661667";0,955;Q2;19;817;1877;10773;2884;1874;1,39;13,19;43,37;0;202;United States;Northern America;"Cell Press";"2020-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Neuroscience (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
230;15433;"Developmental Neuroscience";journal;"03785866, 14219859";0,954;Q2;91;59;107;3713;313;103;2,96;62,93;53,41;0;9;Switzerland;Western Europe;"S. Karger AG";"1978-1983, 1985-2023";"Developmental Neuroscience (Q2); Neurology (Q2)";"Neuroscience"
231;21100976735;"Neuroscience Insights";journal;"26331055";0,952;Q2;29;22;81;1245;206;53;2,00;56,59;44,26;0;11;United Kingdom;Western Europe;"SAGE Publications Ltd";"2019-2023";"Neuroscience (miscellaneous) (Q2)";"Neuroscience"
232;19700175166;"Frontiers in Behavioral Neuroscience";journal;"16625153";0,949;Q2;99;319;1174;21445;3195;1102;2,48;67,23;51,45;0;48;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Neuropsychology and Physiological Psychology (Q1); Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2)";"Neuroscience; Psychology"
233;21100896922;"Journal of Language Evolution";journal;"2058458X";0,949;Q2;14;6;34;406;71;33;1,55;67,67;47,06;0;0;United Kingdom;Western Europe;"Oxford University Press";"2016-2023";"Linguistics and Language (Q1); Developmental and Educational Psychology (Q2); Developmental Neuroscience (Q2)";"Neuroscience; Psychology; Social Sciences"
234;21100835138;"Journal of Neuromuscular Diseases";journal;"22143599, 22143602";0,949;Q2;39;96;244;3848;769;238;2,95;40,08;52,84;0;10;Netherlands;Western Europe;"IOS Press BV";"2014-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
235;24782;"Neural Computation";journal;"08997667, 1530888X";0,948;Q2;180;69;266;3551;795;141;2,82;51,46;23,73;1;4;United States;Northern America;"MIT Press Journals";"1995-2023";"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2)";"Arts and Humanities; Neuroscience"
236;19700177306;"International Journal of Alzheimer's Disease";journal;"20908024, 20900252";0,947;Q2;61;6;15;296;84;15;4,13;49,33;48,48;0;0;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2); Aging (Q3); Cellular and Molecular Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
237;21100878009;"Neurobiology of Pain";journal;"2452073X";0,946;Q2;19;37;67;2889;197;66;3,04;78,08;52,36;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2017-2023";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)";"Medicine; Neuroscience"
238;15300154855;"Journal of Neural Transmission";journal;"03009564, 14351463";0,942;Q2;129;145;433;10462;1583;416;3,24;72,15;45,73;2;21;Germany;Western Europe;"Springer Verlag";"1972-2023";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)";"Medicine; Neuroscience"
239;21100900324;"Epilepsia Open";journal;"24709239";0,937;Q2;31;179;254;7319;702;228;2,66;40,89;43,85;0;19;United States;Northern America;"Wiley-Blackwell Publishing Ltd";"2016-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
240;26133;"Hormones and Behavior";journal;"0018506X, 10956867";0,936;Q2;161;92;436;8423;1257;426;2,45;91,55;56,00;0;10;United States;Northern America;"Academic Press Inc.";"1969-2023";"Behavioral Neuroscience (Q2); Endocrine and Autonomic Systems (Q2); Endocrinology (Q2)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
