Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
177;25264;"Inorganic Chemistry";journal;"00201669, 1520510X";0,928;Q1;255;2128;6107;125464;26428;6083;4,31;58,96;34,07;0;412;United States;Northern America;"American Chemical Society";"1962-2023";"Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry"
178;26965;"Journal of Molecular Liquids";journal;"18733166, 01677322";0,918;Q1;168;2452;8122;147328;46549;8118;5,69;60,08;35,50;0;496;Netherlands;Western Europe;"Elsevier B.V.";"1983-2023";"Atomic and Molecular Physics, and Optics (Q1); Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
179;21100921194;"Journal of Analysis and Testing";journal;"25094696, 2096241X";0,916;Q1;22;49;112;2479;540;105;5,28;50,59;39,20;0;7;Singapore;Asiatic Region;"Springer Singapore";"2017-2023";"Analytical Chemistry (Q1); Instrumentation (Q1); Materials Chemistry (Q1); Spectroscopy (Q1); Electrochemistry (Q2); Environmental Chemistry (Q2)";"Chemistry; Environmental Science; Materials Science; Physics and Astronomy"
180;21100894509;"Analytica Chimica Acta: X";journal;"25901346";0,913;Q1;11;0;11;0;64;11;4,00;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2019-2021";"Analytical Chemistry (Q1); Spectroscopy (Q1); Biochemistry (Q2); Environmental Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science"
181;24756;"Match";journal;"03406253";0,911;Q1;70;78;210;1926;449;210;2,45;24,69;34,59;0;1;Serbia;Eastern Europe;"University of Kragujevac, Faculty of Science";"1990, 1996-2023";"Applied Mathematics (Q1); Chemistry (miscellaneous) (Q1); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2)";"Chemistry; Computer Science; Mathematics"
182;26590;"Colloids and Surfaces B: Biointerfaces";journal;"09277765, 18734367";0,910;Q1;198;544;2076;32690;12160;2076;5,71;60,09;42,38;0;167;Netherlands;Western Europe;"Elsevier B.V.";"1993-2023";"Biotechnology (Q1); Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1); Colloid and Surface Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Medicine; Physics and Astronomy"
183;21100912215;"ACS Applied Bio Materials";journal;"25766422";0,900;Q1;55;557;2151;38178;10587;2141;4,94;68,54;39,53;0;180;United States;Northern America;"American Chemical Society";"2018-2023";"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Biochemistry (medical) (Q2); Biomaterials (Q2)";"Chemistry; Engineering; Materials Science; Medicine"
184;26400;"Organic Process Research and Development";journal;"1520586X, 10836160";0,900;Q1;127;282;849;11397;3046;835;3,17;40,41;23,92;0;52;United States;Northern America;"American Chemical Society";"1997-2023";"Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry"
185;24513;"Separation and Purification Reviews";journal;"15422119";0,900;Q1;67;37;65;4883;409;65;6,02;131,97;34,78;0;16;United States;Northern America;"Taylor and Francis Ltd.";"1972-1995, 2003-2023";"Analytical Chemistry (Q1); Filtration and Separation (Q2)";"Chemical Engineering; Chemistry"
186;14464;"Polymer Testing";journal;"01429418";0,899;Q1;125;391;1335;18668;7845;1335;5,69;47,74;32,09;0;72;United Kingdom;Western Europe;"Elsevier Ltd";"1980-2023";"Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
187;21511;"Russian Chemical Reviews";journal;"0036021X, 14684837";0,890;Q1;86;38;129;8928;847;128;6,79;234,95;32,86;0;16;Russian Federation;Eastern Europe;"";"1970-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
188;19700177127;"ACS Medicinal Chemistry Letters";journal;"19485875";0,883;Q1;86;307;896;8180;3101;835;3,12;26,64;37,46;0;137;United States;Northern America;"American Chemical Society";"2010-2023";"Drug Discovery (Q1); Organic Chemistry (Q1); Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
189;25827;"Chinese Journal of Polymer Science (English Edition)";journal;"02567679, 14396203";0,881;Q1;49;209;501;10781;2008;485;4,17;51,58;34,35;0;34;Germany;Western Europe;"Springer Verlag";"1985-2023";"Chemical Engineering (miscellaneous) (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemical Engineering; Chemistry; Materials Science"
190;12369;"Journal of Rare Earths";journal;"10020721";0,881;Q1;71;240;599;11751;3098;598;5,27;48,96;35,99;0;35;China;Asiatic Region;"Editorial Office of Chinese Rare Earths";"1993-2023";"Chemistry (miscellaneous) (Q1); Geochemistry and Petrology (Q2)";"Chemistry; Earth and Planetary Sciences"
191;16759;"Advances in Clinical Chemistry";journal;"00652423, 21629471";0,877;Q1;63;38;127;6637;688;1;4,58;174,66;21,43;0;16;United States;Northern America;"Academic Press Inc.";"1958-1973, 1975-1978, 1980-1981, 1983, 1985-1987, 1989-1990, 1992-1994, 1996, 1998-2001, 2003-2023";"Chemistry (miscellaneous) (Q1); Clinical Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
192;21100357506;"Colloids and Interface Science Communications";journal;"22150382";0,874;Q1;40;76;443;3891;2282;443;5,16;51,20;39,66;0;16;Netherlands;Western Europe;"Elsevier B.V.";"2014-2023";"Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1); Biotechnology (Q2); Colloid and Surface Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science"
193;21101039622;"Engineered Science";journal;"2576988X, 25769898";0,870;Q1;49;123;238;6514;1849;235;7,67;52,96;35,01;0;47;United States;Northern America;"Engineered Science Publisher";"2018-2023";"Applied Mathematics (Q1); Chemistry (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Artificial Intelligence (Q2); Energy Engineering and Power Technology (Q2)";"Chemistry; Computer Science; Energy; Engineering; Materials Science; Mathematics"
194;21101039763;"EJNMMI Radiopharmacy and Chemistry";journal;"2365421X";0,869;Q1;28;42;99;1553;398;95;3,59;36,98;37,30;0;20;Switzerland;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2016-2023";"Analytical Chemistry (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Pharmacology (Q2); Pharmacology (medical) (Q2)";"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
195;21100814023;"SLAS Discovery";journal;"24725552, 24725560";0,869;Q1;33;59;289;2627;828;269;2,86;44,53;35,53;0;30;United States;Northern America;"Society for Laboratory Automation and Screening (SLAS)";"2017-2023";"Analytical Chemistry (Q1); Biochemistry (Q2); Biotechnology (Q2); Molecular Medicine (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
196;29595;"Applied Spectroscopy Reviews";journal;"05704928, 1520569X";0,868;Q1;81;54;97;5989;715;97;7,49;110,91;37,60;0;10;United States;Northern America;"Taylor and Francis Ltd.";"1967-1989, 1991-2023";"Instrumentation (Q1); Spectroscopy (Q1)";"Chemistry; Physics and Astronomy"
197;25169;"Journal of the Electrochemical Society";journal;"00134651, 19457111";0,868;Q2;310;1138;4662;57390;16281;4651;2,81;50,43;30,46;0;527;United States;Northern America;"Electrochemical Society Inc.";"1948-1960, 1963-2023";"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Surfaces, Coatings and Films (Q1); Electrochemistry (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemistry; Energy; Materials Science; Physics and Astronomy"
198;19400158707;"Journal of Saudi Chemical Society";journal;"13196103";0,866;Q1;76;143;329;8481;2155;329;6,38;59,31;37,69;0;52;Netherlands;Western Europe;"Elsevier B.V.";"2009-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
199;19400158709;"Arabian Journal of Chemistry";journal;"18785352";0,864;Q1;116;826;1948;50915;12631;1947;6,09;61,64;38,05;0;342;Netherlands;Western Europe;"Elsevier B.V.";"2009-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)";"Chemical Engineering; Chemistry"
200;26589;"Colloids and Surfaces A: Physicochemical and Engineering Aspects";journal;"18734359, 09277757";0,860;Q1;195;2044;5576;106442;30260;5572;5,43;52,08;37,19;0;540;Netherlands;Western Europe;"Elsevier B.V.";"1993-2023";"Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1); Colloid and Surface Chemistry (Q2)";"Chemical Engineering; Chemistry; Physics and Astronomy"
201;26898;"Faraday Discussions";journal;"13645498";0,858;Q1;120;200;577;9695;1541;499;2,75;48,48;29,77;0;38;United Kingdom;Western Europe;"Royal Society of Chemistry";"1947, 1950-1951, 1962, 1969, 1991-2023";"Physical and Theoretical Chemistry (Q1); Medicine (miscellaneous) (Q2)";"Chemistry; Medicine"
202;21100398885;"Carbon Letters";journal;"22334998, 19764251";0,855;Q1;31;217;315;12133;1875;314;6,44;55,91;35,88;0;62;Singapore;Asiatic Region;"";"2014-2023";"Ceramics and Composites (Q1); Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Energy Engineering and Power Technology (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemical Engineering; Chemistry; Energy; Materials Science"
203;21100943567;"ChemPhotoChem";journal;"23670932";0,854;Q1;36;152;382;9645;1192;356;3,04;63,45;31,39;0;39;Germany;Western Europe;"Wiley-VCH Verlag";"2017-2023";"Analytical Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry"
204;21101130465;"ACS Organic and Inorganic Au";journal;"2694247X";0,851;Q1;11;60;68;4175;253;62;3,72;69,58;30,60;0;4;United States;Northern America;"American Chemical Society";"2021-2023";"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry"
205;21100842871;"Reaction Chemistry and Engineering";journal;"20589883";0,850;Q1;52;266;650;14162;2631;645;3,48;53,24;30,40;0;80;United Kingdom;Western Europe;"Royal Society of Chemistry";"2016-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Catalysis (Q2); Process Chemistry and Technology (Q2)";"Chemical Engineering; Chemistry"
206;21100977423;"RSC Medicinal Chemistry";journal;"26328682";0,850;Q1;74;199;420;14128;1706;414;4,05;70,99;39,49;0;114;United Kingdom;Western Europe;"Royal Society of Chemistry";"2020-2023";"Organic Chemistry (Q1); Pharmaceutical Science (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
207;21101128145;"ACS Measurement Science Au";journal;"2694250X";0,849;Q1;12;59;90;3480;386;82;4,29;58,98;34,24;0;14;United States;Northern America;"American Chemical Society";"2021-2023";"Analytical Chemistry (Q1); Spectroscopy (Q1); Electrochemistry (Q2)";"Chemistry"
208;13900154734;"Journal of the Taiwan Institute of Chemical Engineers";journal;"18761070";0,849;Q1;113;510;1164;29967;6708;1161;5,84;58,76;32,08;0;221;Taiwan;Asiatic Region;"Taiwan Institute of Chemical Engineers";"2009-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)";"Chemical Engineering; Chemistry"
209;24072;"Mikrochimica Acta";journal;"14365073, 00263672";0,848;Q1;108;491;1584;20989;8391;1576;5,25;42,75;45,97;0;106;Austria;Western Europe;"Springer-Verlag Wien";"1926-1944, 1947-2023";"Analytical Chemistry (Q1)";"Chemistry"
210;4800156201;"Chemistry - An Asian Journal";journal;"18614728, 1861471X";0,846;Q1;124;524;1461;36425;5695;1447;3,60;69,51;33,80;0;135;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2006-2023";"Chemistry (miscellaneous) (Q1); Organic Chemistry (Q1); Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
211;25242;"Comments on Inorganic Chemistry";journal;"02603594, 15489574";0,836;Q1;46;21;38;2263;160;17;4,92;107,76;26,32;0;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2012, 2014-2023";"Inorganic Chemistry (Q1)";"Chemistry"
212;19700186746;"ACS Combinatorial Science";journal;"21568952, 21568944";0,833;Q1;58;0;94;0;366;91;0,00;0,00;0,00;0;0;United States;Northern America;"American Chemical Society";"2011-2020";"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)";"Chemistry; Medicine"
213;19700174958;"Drug Testing and Analysis";journal;"19427611, 19427603";0,833;Q1;67;214;547;7643;1590;523;3,02;35,71;43,62;6;25;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2009-2023";"Analytical Chemistry (Q1); Pharmaceutical Science (Q1); Spectroscopy (Q1); Environmental Chemistry (Q2)";"Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
214;21444;"Polymer";journal;"00323861";0,829;Q1;288;740;2729;39170;12030;2724;4,35;52,93;33,75;0;94;Netherlands;Western Europe;"Elsevier B.V.";"1960-2023";"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
215;21101023153;"Journal of Polymer Science";journal;"26424150, 26424169";0,827;Q1;164;356;763;21823;2935;747;4,11;61,30;32,51;0;49;United States;Northern America;"John Wiley & Sons Inc.";"2020-2023";"Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
216;21101120603;"ChemPhysMater";journal;"27725715, 20970323";0,826;Q1;9;43;32;2635;136;32;4,25;61,28;34,53;0;17;Netherlands;Western Europe;"Elsevier B.V.";"2022-2023";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q2)";"Chemistry; Materials Science; Physics and Astronomy"
217;25125;"Journal of Analytical Toxicology";journal;"19452403, 01464760";0,821;Q1;85;146;393;951;1156;372;2,90;6,51;48,45;4;48;United States;Northern America;"Preston Publications";"1977-2023";"Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)";"Chemical Engineering; Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
218;25781;"Aldrichimica Acta";journal;"00025100";0,820;Q1;62;0;18;0;36;17;1,82;0,00;0,00;0;0;United States;Northern America;"Aldrich";"1990-2022";"Organic Chemistry (Q1)";"Chemistry"
219;21100461983;"Frontiers in Chemistry";journal;"22962646";0,818;Q1;106;802;4136;43014;18365;3901;3,58;53,63;37,69;0;307;Switzerland;Western Europe;"Frontiers Media SA";"2013-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
220;16413;"Chemical Engineering Science";journal;"00092509";0,817;Q1;214;1013;2461;52134;11160;2452;4,44;51,46;30,78;0;284;United Kingdom;Western Europe;"Elsevier B.V.";"1951-2024";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Applied Mathematics (Q2)";"Chemical Engineering; Chemistry; Engineering; Mathematics"
221;17594;"Journal of Biomolecular NMR";journal;"15735001, 09252738";0,817;Q1;113;25;113;1344;249;112;2,53;53,76;29,60;0;1;Netherlands;Western Europe;"Springer Netherlands";"1991-2023";"Spectroscopy (Q1); Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
222;21100399753;"Journal of Electrochemical Science and Technology";journal;"22889221, 20938551";0,812;Q2;21;41;141;1570;559;140;2,13;38,29;35,71;0;19;South Korea;Asiatic Region;"The Korean Electrochemical Society";"2014-2023";"Electrochemistry (Q2)";"Chemistry"
223;13057;"Industrial &amp; Engineering Chemistry Research";journal;"15205045, 08885885";0,811;Q1;255;1811;5319;102861;22372;5267;3,91;56,80;31,15;1;568;United States;Northern America;"American Chemical Society";"1987-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)";"Chemical Engineering; Chemistry; Engineering"
224;25938;"Macromolecular Materials and Engineering";journal;"14387492, 14392054";0,811;Q1;112;215;809;13638;3446;806;4,22;63,43;34,97;0;52;Germany;Western Europe;"Wiley-VCH Verlag";"1989, 2000-2023";"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemical Engineering; Chemistry; Materials Science"
225;16944;"ChemBioChem";journal;"14394227, 14397633";0,809;Q1;142;436;1304;29237;3815;1255;2,83;67,06;38,37;0;110;Germany;Western Europe;"John Wiley and Sons Inc.";"2000-2023";"Organic Chemistry (Q1); Biochemistry (Q2); Molecular Biology (Q2); Molecular Medicine (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
226;23053;"Journal of Natural Products";journal;"01633864, 15206025";0,802;Q1;161;322;1066;13927;4883;1057;3,59;43,25;39,11;1;96;United States;Northern America;"American Chemical Society";"1949, 1971, 1973, 1978-2023";"Analytical Chemistry (Q1); Complementary and Alternative Medicine (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
227;54222;"Polymers";journal;"20734360";0,800;Q1;141;4722;13048;278159;69354;12963;5,04;58,91;38,43;0;1241;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"1969, 2009-2023";"Chemistry (miscellaneous) (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
228;23973;"Critical Reviews in Analytical Chemistry";journal;"15476510, 10408347";0,797;Q1;76;179;276;24505;1638;275;5,50;136,90;44,11;0;43;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2023";"Analytical Chemistry (Q1)";"Chemistry"
229;14433;"Polymer Composites";journal;"02728397, 15480569";0,795;Q1;99;708;1681;36724;8791;1679;5,22;51,87;31,70;0;112;United States;Northern America;"John Wiley & Sons Inc.";"1980-2023";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Ceramics and Composites (Q2)";"Chemistry; Materials Science"
230;145757;"Chemistry Education Research and Practice";journal;"11094028";0,791;Q1;57;73;243;5193;630;242;2,19;71,14;59,11;1;13;Greece;Western Europe;"Ioannina University School of Medicine";"2005-2023";"Chemistry (miscellaneous) (Q1); Education (Q1)";"Chemistry; Social Sciences"
231;26987;"Langmuir";journal;"15205827, 07437463";0,786;Q1;373;1745;4801;95039;18262;4781;3,76;54,46;33,23;0;338;United States;Northern America;"American Chemical Society";"1985-2023";"Condensed Matter Physics (Q1); Spectroscopy (Q1); Surfaces and Interfaces (Q1); Electrochemistry (Q2); Materials Science (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)";"Chemistry; Materials Science; Medicine; Physics and Astronomy"
232;130124;"Sensors";journal;"14248220";0,786;Q1;245;9852;25972;436022;116980;25273;4,25;44,26;27,75;8;2061;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2001-2023";"Analytical Chemistry (Q1); Atomic and Molecular Physics, and Optics (Q1); Instrumentation (Q1); Biochemistry (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Engineering; Medicine; Physics and Astronomy"
233;21100853806;"Molecular Systems Design and Engineering";journal;"20589689";0,783;Q1;41;108;384;6867;1327;376;3,22;63,58;27,96;0;24;United Kingdom;Western Europe;"Royal Society of Chemistry";"2016-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Materials Chemistry (Q1); Biomedical Engineering (Q2); Energy Engineering and Power Technology (Q2); Process Chemistry and Technology (Q2)";"Chemical Engineering; Chemistry; Energy; Engineering; Materials Science"
234;145691;"Soft Matter";journal;"17446848, 1744683X";0,783;Q1;201;855;2877;49507;8974;2868;2,83;57,90;28,46;0;43;United Kingdom;Western Europe;"Royal Society of Chemistry";"2005-2023";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1)";"Chemistry; Physics and Astronomy"
235;21322;"Flow, Turbulence and Combustion";journal;"13866184, 15731987";0,779;Q1;75;124;294;6115;868;288;2,62;49,31;13,99;0;14;Netherlands;Western Europe;"";"1996-2023";"Chemical Engineering (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Physics and Astronomy"
236;21100201310;"ChemPlusChem";journal;"21926506";0,778;Q1;73;300;664;20742;2098;637;3,01;69,14;37,78;0;58;Germany;Western Europe;"Wiley-VCH Verlag";"2012-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
237;28425;"Fire Safety Journal";journal;"03797112";0,774;Q1;99;254;596;10447;2304;591;3,82;41,13;25,60;1;34;United Kingdom;Western Europe;"Elsevier Ltd";"1977-2024";"Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2); Safety, Risk, Reliability and Quality (Q2)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
238;14240;"Reactive and Functional Polymers";journal;"13815148";0,774;Q1;115;223;776;12120;3953;775;4,80;54,35;37,48;0;33;Netherlands;Western Europe;"Elsevier B.V.";"1995-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Biochemistry (Q2); Environmental Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science; Materials Science"
239;16832;"Biochimica et Biophysica Acta - Proteins and Proteomics";journal;"15709639, 18781454";0,771;Q1;165;47;283;2858;835;277;2,57;60,81;41,99;0;11;Netherlands;Western Europe;"Elsevier B.V.";"2002-2024";"Analytical Chemistry (Q1); Biophysics (Q1); Biochemistry (Q2); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
240;4000150001;"Bioinorganic Chemistry and Applications";journal;"15653633, 1687479X";0,764;Q1;48;27;124;1697;680;124;5,61;62,85;37,50;0;14;United States;Northern America;"Hindawi Publishing Corporation";"2003-2023";"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
241;16901;"Biological Trace Element Research";journal;"15590720, 01634984";0,764;Q1;102;740;1393;41987;6410;1378;4,51;56,74;45,35;0;290;United States;Northern America;"Humana Press";"1979-2023";"Inorganic Chemistry (Q1); Biochemistry (Q2); Biochemistry (medical) (Q2); Clinical Biochemistry (Q2); Endocrinology, Diabetes and Metabolism (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
242;21101038577;"Journal of Mass Spectrometry and Advances in the Clinical Lab";journal;"2667145X";0,762;Q1;16;44;89;1516;298;83;3,14;34,45;46,20;0;11;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Medical Laboratory Technology (Q1); Spectroscopy (Q1); Clinical Biochemistry (Q2); Microbiology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Health Professions; Immunology and Microbiology"
243;4400151608;"ChemMedChem";journal;"18607187, 18607179";0,761;Q1;119;211;854;11840;3091;842;3,65;56,11;41,15;0;121;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2006-2023";"Organic Chemistry (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
244;26970;"Journal of Physical Chemistry B";journal;"15205207, 15206106";0,760;Q1;422;1070;3439;66144;10230;3391;2,77;61,82;29,99;0;129;United States;Northern America;"American Chemical Society";"1997-2023";"Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1); Materials Chemistry (Q2); Medicine (miscellaneous) (Q2)";"Chemistry; Materials Science; Medicine"
245;23488;"Current Medicinal Chemistry";journal;"09298673, 1875533X";0,759;Q1;202;229;1117;25841;4143;1046;3,54;112,84;45,47;0;147;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"1994-2024";"Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Medicine (Q2); Pharmacology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
246;21101047058;"Electronic Structure";journal;"25161075";0,758;Q2;16;53;131;3616;353;130;2,75;68,23;23,76;0;5;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2019-2023";"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q2); Electrochemistry (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
247;19900192734;"Advances and Applications in Bioinformatics and Chemistry";journal;"11786949";0,755;Q1;19;6;19;371;79;19;3,63;61,83;53,13;0;4;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2008-2023";"Chemistry (miscellaneous) (Q1); Biochemistry (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computer Science Applications (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science"
248;9500154039;"Journal of Electroanalytical Chemistry";journal;"15726657";0,755;Q1;171;751;2731;39297;11789;2722;4,22;52,33;37,17;0;339;Netherlands;Western Europe;"Elsevier B.V.";"1959-2023";"Analytical Chemistry (Q1); Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q2)";"Chemical Engineering; Chemistry"
249;21100894513;"Chemical Engineering Science: X";journal;"25901400";0,750;Q1;18;0;63;0;268;61;4,16;0,00;0,00;0;0;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2022";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)";"Chemical Engineering; Chemistry; Engineering"
250;24644;"Journal of Physical and Chemical Reference Data";journal;"15297845, 00472689";0,746;Q1;101;18;50;2129;198;45;4,05;118,28;11,67;0;0;United States;Northern America;"American Institute of Physics";"1972-2023";"Chemistry (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Physics and Astronomy"
251;25789;"Bioorganic Chemistry";journal;"00452068, 10902120";0,745;Q1;86;607;2560;34083;12774;2557;4,77;56,15;43,06;0;329;United States;Northern America;"Academic Press Inc.";"1971-2023";"Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
